VFID,RAgas,DECgas,COreference,alphaCO,Mmol,Mmol_err_up,Mmol_err_down,r21,err_r21,tdep,tdep_err_up,tdep_err_down,HIreference,MHI,MHI_err_up,MHI_err_down,MH2_to_MHI,MH2_to_MHI_err_up,MH2_to_MHI_err_down,H2def,errH2def,HIdef,errHIdef,Separation,MH2,MH2_err_up,MH2_err_down,Mgas
VFID1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1817,183.8875,43.43388888888889,Literature,4.3,27785308.536849,-1.0,-1.0,-1000.0,-1000.0,3190180262.099144,-1.0,-1.0,deVaucouleurs1991,8.485773725438182,7.987967871858669,7.987967871858669,0.0907907279533142,-1.0,-1.0,-0.1845130640449941,-1.0,-0.0698737002079195,0.1380315795196381,0.0,7.443815223691382,0.9306271806115797,0.9306271806115797,8.523515163090773
VFID1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1819,207.16245833333332,43.412277777777774,This work,4.3,97811825.2421868,18685944.636292662,18685944.636292662,0.4934641222852172,0.1922361800581284,371870187.9183923,185403341.13393104,185403341.13393104,Springob2005,9.674879253717972,8.316034369371303,8.316034369371303,0.0206781703849776,0.0040526999472752,0.0040526999472752,0.3300107964030365,0.0829675003466905,-0.4070675441275497,0.0190081314629396,0.0,7.990391363243352,0.9068664392179574,0.9068664392179574,9.683768080174296
VFID1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1823,247.78145,43.3480417,AMIGA,,426579518.8015934,-1.0,-1.0,,,1380384264.6028872,-1.0,-1.0,AMIGA,9.74173264056656,9.244510248451972,9.124510248451973,0.077315640750043,-1.0,-1.0,0.1845021596463869,-1.0,-0.415313320382161,0.1382171453835723,0.0,8.63,0.9900811151276523,0.9900788139766359,9.774075605658863
VFID1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1826,111.6476042,43.2964556,AMIGA,,134896288.2591656,-1.0,-1.0,,,1949844599.7580488,-1.0,-1.0,AMIGA,8.281323263590373,,,,,,1.283902159646388,-1.0,1.1171838562851055,-1.0,0.0,,,,
VFID1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1830,208.04079166666668,43.24294444444445,This work,4.3,162118063.07112756,29027250.490917023,29027250.490917023,0.3933241796045433,0.1578703596420657,281728904.360249,139202263.58271998,139202263.58271998,Springob2005,9.504101582965395,8.52022669536709,8.52022669536709,0.0507843412469185,0.0105100011441595,0.0105100011441595,0.4021707533415153,0.0777604572508234,-0.4220724104156819,0.0450722692178932,0.0,8.209831406304874,0.9190923355575737,0.9190923355575737,9.525615175285816
VFID1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1842,153.202375,43.14552777777778,Literature,4.3,96310295.25991508,-1.0,-1.0,-1000.0,-1000.0,1966403842.944945,-1.0,-1.0,This work,8.039234307276152,,,,,,0.9523294453610518,-1.0,1.0352446840100722,-1.0,0.0,,,,
VFID1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1853,181.7625,43.065555555555555,Literature,4.3,25436851.28551623,5718361.9168989975,5718361.9168989975,1.2476458262583097,0.3031065799019153,367674364.9063482,188417867.3226096,188417867.3226096,Springob2005,8.727665376223861,7.776676024182257,7.776676024182257,0.0476209411968245,0.011959386162677,0.011959386162677,1.7492388087218351,0.0976320928309635,-0.3022371576017519,0.0486177615497374,0.0,7.4054633509245535,0.8756954038128849,0.8756954038128849,8.747869547301347
VFID1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1873,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1899,182.4,42.534166666666664,Literature,4.3,61159493.81237228,-1.0,-1.0,-1000.0,-1000.0,1192515087.339897,-1.0,-1.0,Huchtmeier_Richter19,8.875307802198424,,,,,,1.3277382773371589,-1.0,0.0475408394151486,-1.0,0.0,,,,
VFID1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1933,139.34495833333332,41.999722222222225,This work,4.3,3257375168.4456387,29196775.267925262,29196775.267925262,0.9958531147189472,0.0096880347683836,665070648.1439761,306334359.67962444,306334359.67962444,deVaucouleurs1991,9.109250863543968,8.093251207621082,8.093251207621082,2.5328934318258933,0.2451811931869116,0.2451811931869116,-0.6983656217009298,0.0038927043194351,0.1857267190390157,0.0418585958089729,0.0,9.512867781347317,0.9808427548976588,0.9808427548976588,9.657381400874655
VFID1934,139.37929166666666,41.994083333333336,This work,4.3,94576363.40021768,19851977.64463505,19851977.64463505,0.5533031886405729,0.1293139681504254,422457097.3618411,277206597.8938721,277206597.8938721,deVaucouleurs1991,9.305238755769158,8.807795923510785,8.807795923510785,0.046832123997332,-1.0,-1.0,0.2960195489052593,0.0911602438068777,-0.1620270461781441,0.1381470066244629,0.0,7.97578261074113,0.9696563771663981,0.9696563771663981,9.325115797078151
VFID1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1942,209.27070833333337,41.846250000000005,This work,4.3,9472825435.059984,162465648.16017318,162465648.16017318,0.5168012041214972,0.0208213946695362,4533979312.538997,2089422131.3874629,2089422131.3874629,deVaucouleurs1991,9.824010953413177,8.807685400862184,8.807685400862184,1.4205894360583946,0.1389703459236591,0.1389703459236591,-0.7002773745669923,0.0074484571660801,-0.1507208095230101,0.0418271967036918,0.0,9.97647953421338,1.0014025329124987,1.0014025329124987,10.207932087020565
VFID1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1953,206.3299166666667,41.712583333333335,This work,4.3,4572010969.055024,103795501.61031796,103795501.61031796,0.7033201074739402,0.0234709523426279,6167473096.057125,2843675459.916974,2843675459.916974,Springob2005,9.762478396054057,8.593517837681269,8.593517837681269,0.7900032312231821,0.0564629189355153,0.0564629189355153,-0.2219051040266269,0.0098595156268967,0.0405007943723383,0.0294322695961334,0.0,9.660107263673016,0.9868122457420778,0.9868122457420778,10.015332211001063
VFID1954,207.1881666666667,41.70980555555556,This work,4.3,445029373.1299639,41124826.559864655,41124826.559864655,0.7706354052166288,0.089011071265672,1125611901.8173013,340265656.010597,440118059.1784731,This work,8.705658276531068,7.820738407946764,7.820738407946764,0.8764565681923412,0.1400361819866618,0.1400361819866618,-0.1612590636915385,0.0401328234102014,-0.1783369738393148,0.0566062575114568,0.0,8.648388676525348,0.9410046242455133,0.9410046242455133,8.978996793368262
VFID1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1977,206.28629166666664,41.50338888888889,This work,4.3,267238406.5560653,52945825.14866645,52945825.14866645,0.6313914361629717,0.2004171613229771,1308877112.5293446,656174804.9191372,656174804.9191372,Tang2008,9.373986068020615,8.561294989544466,8.561294989544466,0.1129569105283765,0.0283396332611339,0.0283396332611339,0.590103286094628,0.0860433198888132,0.1782111253767393,0.0668487410711148,0.0,8.42689887355176,0.9314043906704381,0.9314043906704381,9.420464418445164
VFID1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1988,207.58491666666663,41.36622222222223,This work,4.3,750739826.0297054,64918426.73715775,64918426.73715775,0.5296023800362568,0.0849852039513281,1060448190.5105138,496889218.95316976,496889218.95316976,Springob2005,9.910547833344646,8.913850468894731,8.913850468894731,0.0922447423234069,0.0122483392432555,0.0122483392432555,0.0524127042620126,0.037554574205675,-0.483443587556529,0.0437609706955948,0.0,8.875489455384376,0.9514561910643891,0.9514561910643891,9.948867796192557
VFID1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1993,208.72208333333336,41.31352777777777,This work,4.3,219715746.74873412,36398329.960569225,36398329.960569225,0.6102266838680764,0.1351311929800532,491882286.72271895,240730774.5769364,240730774.5769364,Springob2005,9.30607129261529,8.361668227189183,8.361668227189183,0.1085900144089844,0.0218159269679729,0.0218159269679729,0.5374409762761019,0.0719456574518826,0.0869203999413184,0.0493606927186097,0.0,8.341861183370288,0.9259335315403373,0.9259335315403373,9.350842254994944
VFID1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2057,208.91641666666663,40.46175,This work,4.3,3400561409.3631296,204521747.8236397,204521747.8236397,0.965972442441978,0.0842048256858638,1075351937.6859722,499423319.0436694,499423319.0436694,Springob2005,9.801981110382542,8.373741780432704,8.373741780432704,0.5364997347941088,0.0379698782794378,0.0379698782794378,0.1091515376449763,0.0261200007341288,-0.008717052476717,0.0162011178568,0.0,9.531550622001411,0.9806838666546389,0.9806838666546389,9.988513600014011
VFID2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2066,208.34,40.36388888888889,This work,4.3,1859490110.7325895,75545428.95013908,75545428.95013908,1.0074880478091652,0.0600808031394465,1070024872.7990243,494678498.2934448,494678498.2934448,Tang2008,9.728362975254482,8.455573709288146,8.455573709288146,0.3475608876798513,0.0233093225004884,0.0233093225004884,0.1688082866398552,0.0176440642177622,-0.1339589173489397,0.0231736821203063,0.0,9.269393873006534,0.9687212730336573,0.9687212730336573,9.85791137255368
VFID2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2068,208.43983333333333,40.33866666666667,Literature,4.3,119418930.8030456,-1.0,-1.0,-1000.0,-1000.0,3690397764.163083,-1.0,-1.0,Huchtmeier_Richter19,9.71857564251177,8.5547188398731,8.5547188398731,0.0228295597197549,-1.0,-1.0,0.8427289811645213,-1.0,-0.8944573563625191,0.0297801930447944,0.0,8.077073178481868,0.9880405009317471,0.9880405009317471,9.728378913134812
VFID2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2074,208.36120833333337,40.283027777777775,Literature,4.3,416770205.8887202,55364307.79333552,55364307.79333552,1.3811652037498194,0.1993839500064806,2817712408.5197477,1918397543.018545,1918397543.018545,Huchtmeier_Richter19,9.676459415797268,8.753166042717037,8.753166042717037,0.0877884232287899,0.0156754943243854,0.0156754943243854,1.0613054951337553,0.0576922558985869,-0.3331069824477151,0.0518192279543652,0.0,8.619896664512634,0.9397381416222389,0.9397381416222389,9.713003848328812
VFID2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2076,208.50170833333337,40.27730555555556,This work,4.3,34837960.8688955,-1.0,-1.0,-1000.0,-1000.0,12943529772.70342,-1.0,-1.0,Huchtmeier_Richter19,9.236316752468687,8.456523555018066,8.456523555018066,0.0202178967597376,-1.0,-1.0,1.23194943263635,-1.0,-0.3992905390716803,0.072109272466955,0.0,7.542052727010036,0.9659074833750142,0.9659074833750142,9.245009690165938
VFID2077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2079,207.85570833333333,40.21325,This work,4.3,67055226.80287552,12169975.34715132,12169975.34715132,0.8025977969025504,0.1845043864406598,237920922.8775435,117768503.11339092,117768503.11339092,This work,8.134639092402248,,,0.4918056835738706,-2.0,-2.0,0.1780695238692864,0.0788208971942479,0.3020701576462006,-1.0,0.0,7.826432635777103,0.9310077442443955,0.9310077442443955,8.30835134982338
VFID2080,140.82220833333332,40.20005555555556,This work,4.3,246842314.55875197,37382079.87943972,37382079.87943972,0.5128527901265943,0.1088102808204554,4596418987.239413,2228245799.994332,2228245799.994332,This work,8.844521311845682,7.371488304741247,7.371488304741247,0.3531004720435279,0.0547779878301212,0.0547779878301212,-0.0477174503507864,0.0657700485539853,0.0959279382019531,0.0146134010825939,0.0,8.392419609997175,0.9271858350663493,0.9271858350663493,8.97585135739678
VFID2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2084,140.81079166666666,40.163805555555555,Literature,4.3,57044760.18605951,-1.0,-1.0,-1000.0,-1000.0,32078626038.19437,-1.0,-1.0,This work,8.891680225060782,7.478132393642558,7.478132393642558,0.0732041215820452,-1.0,-1.0,0.9529864009323008,-1.0,0.0362739611073941,0.016758551559859,0.0,7.756215758714087,0.9504799452489189,0.9504799452489189,8.922362556948217
VFID2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2086,140.45004166666666,40.15125,This work,4.3,1298667216.853764,115705040.45852382,115705040.45852382,0.7304330020619664,0.0765136789729222,6974255883.541334,3271319180.006082,3271319180.006082,Springob2005,9.599588610282266,8.617957592452523,8.617957592452523,0.3265196085685392,0.0447947428404084,0.0447947428404084,-0.290895717831674,0.0386935620976622,-0.1641896691751174,0.0453057467949651,0.0,9.113497877478062,0.9629634902431843,0.9629634902431843,9.722302284374585
VFID2087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
