VFID,RAgas,DECgas,COreference,alphaCO,Mmol,Mmol_err_up,Mmol_err_down,r21,err_r21,tdep,tdep_err_up,tdep_err_down,HIreference,MHI,MHI_err_up,MHI_err_down,MH2_to_MHI,MH2_to_MHI_err_up,MH2_to_MHI_err_down,H2def,errH2def,HIdef,errHIdef,Separation,MH2,MH2_err_up,MH2_err_down,Mgas
VFID3946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3947,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3950,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3951,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3956,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3960,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3967,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3970,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3979,187.12345833333333,17.084944444444442,Boselli+2014,,1945964160.0,-1.0,-1.0,,,6904541389.366677,-1.0,-1.0,Boselli+2014,8.500327826281536,6.8338098457266545,6.8338098457266545,6.1490356516656925,-1.0,-1.0,0.1571673223047884,-1.0,1.0456887090699034,0.0093597948686045,0.0,9.2891348373416,0.9710487165397684,0.9710487165397684,9.354575289144698
VFID3980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3984,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3989,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3994,187.914875,16.852805555555555,Boselli+2014,,49252552.256819636,-1.0,-1.0,,,210101300.41464415,-1.0,-1.0,Boselli+2014,8.919100423956719,6.78805235516598,6.78805235516598,0.0593373731779908,-1.0,-1.0,0.8061734191816239,-1.0,0.2238055982243363,0.0032117093978054,0.0,7.692428740464764,0.9515383339372189,0.9515383339372189,8.94413471831883
VFID3995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID3999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4010,185.897125,16.722194444444444,Boselli+2014,,19567364.618400708,-1.0,-1.0,,,526662428.9155361,-1.0,-1.0,Boselli+2014,6.873400468750467,,,,,,1.749769821916697,-1.0,2.0720001215908335,-1.0,0.0,,,,
VFID4011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4014,185.99087499999996,16.693361111111113,Boselli+2014,,14340872.563519524,-1.0,-1.0,,,232581719.2845361,-1.0,-1.0,Boselli+2014,6.941586330496628,,,,,,2.0305265830710306,-1.0,1.998474259844672,-1.0,0.0,,,,
VFID4015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4022,238.671875,16.617194444444443,This work,4.3,183199371.57657263,32725447.765832327,32725447.765832327,0.4306778327283365,0.0909815396438384,1963016633.5169525,969630197.7552024,969630197.7552024,This work,8.99951420742859,7.74452126106162,7.74452126106162,0.1834044091515136,0.0343118886145333,0.0343118886145333,-0.3394218199403829,0.0775793129649117,-0.6108649573818496,0.0241430072575536,0.0,8.262923979586771,0.9211844280252662,0.9211844280252662,9.072647390475552
VFID4023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4029,170.727525,16.590175,AMIGA,,371535229.0971728,46441903.6371466,46441903.6371466,,,309029543.2513593,147462773.1498708,147462773.1498708,AMIGA,9.461732640566561,8.964510248451973,8.844510248451973,0.1283120251289171,-1.0,-1.0,0.317402159646388,0.0542868102379064,-0.5173070056234046,0.1382171453835725,0.0,8.57,0.9783851734200812,0.9783789616020272,9.514161857281966
VFID4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4046,186.35625,16.47,Boselli+2014,,411068895.3488372,-1.0,-1.0,,,401711824.91207266,-1.0,-1.0,Boselli+2014,9.453320566565154,6.8338098457266545,6.8338098457266545,0.1447418267281127,-1.0,-1.0,-0.1882124562985687,-1.0,-0.5138240312137139,0.0010429742600942,0.0,8.613914615944957,0.9782731264530424,0.9782731264530424,9.51202811798345
VFID4047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4056,263.1657708,16.4017417,AMIGA,,891250938.1337441,-1.0,-1.0,,,436515832.2401653,-1.0,-1.0,AMIGA,10.31173264056656,9.814510248451972,9.694510248451973,0.04347777987732,-1.0,-1.0,0.4882021596463897,-1.0,-0.9470222645004168,0.1382171453835725,0.0,8.95,1.0141110709597119,1.0141103598941454,10.330215846072095
VFID4057,190.927625,16.39338888888889,Boselli+2014,,1513547910.0,-1.0,-1.0,,,1905443925.8669512,-1.0,-1.0,Boselli+2014,9.588922112121725,7.009901104782336,7.009901104782336,0.3900084894700783,-1.0,-1.0,-0.0495940130656347,-1.0,-0.1639377921130815,0.0011448887923635,0.0,9.179996172712023,0.9881994106757817,0.9881994106757817,9.731939564835352
VFID4058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4094,182.65625,16.032916666666665,This work,4.3,848934718.7109116,54069200.168110386,54069200.168110386,0.4965235781242708,0.0399973330704536,308229566.29636097,143296062.1932321,143296062.1932321,Springob2005,9.817678858704856,8.905747966275504,8.905747966275504,0.1291800464870813,0.0178334540649918,0.0178334540649918,-0.0657721355520131,0.0276604958619074,-0.7615845269720793,0.0531928694774448,0.0,8.928874295198401,0.954359691609509,0.954359691609509,9.870442053917321
VFID4095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4119,185.72875,15.822388888888888,Boselli+2014,,9552606000.0,1148315490.0,1148315490.0,,,2755001664.0956235,1311236916.517079,1311236916.517079,Boselli+2014,9.522763308364071,7.6871429507289895,7.6871429507289895,2.866543635568938,0.3471187621949399,0.3471187621949399,-0.5257197058671252,0.0522063906740243,0.2238294973200236,0.0063410905319234,0.0,9.980121865513512,1.0013054012822995,1.0013054012822995,10.110086224101435
VFID4120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4143,188.7119583333333,15.551444444444446,Boselli+2014,,512527050.0,51614003.02114804,51614003.02114804,,,1658505023.8485444,781818297.6611754,781818297.6611754,Boselli+2014,8.500327826281536,6.678907885740911,6.678907885740911,1.619529880187025,0.164914569316174,0.164914569316174,-0.0329146317511064,0.0437355973719286,0.4773781958995204,0.0065518564080231,0.0,8.709716791397495,0.942120643861489,0.942120643861489,8.918551182959883
VFID4144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4168,184.2975833333333,15.323972222222222,Boselli+2014,,1449898902.4390244,-1.0,-1.0,,,4584982908.685579,-1.0,-1.0,Boselli+2014,8.370368288298184,6.736899832718598,6.736899832718598,6.179729034677024,-1.0,-1.0,-0.2496355614550989,-1.0,0.833324517385913,0.0100998716721686,0.0,9.161337721101487,0.9650651036778234,0.9650651036778234,9.22647634243392
VFID4169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4170,189.96629166666665,15.297805555555556,Boselli+2014,,485678874.3455498,-1.0,-1.0,,,2669003930.2204084,-1.0,-1.0,Boselli+2014,8.68506819444573,6.611961096110298,6.611961096110298,1.0029540094413318,-1.0,-1.0,-0.3092470536584581,-1.0,0.3270846112383676,0.0036700942132669,0.0,8.686349213304847,0.9536025134126707,0.9536025134126707,8.986739171859547
VFID4171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4177,233.64591666666664,15.200083333333332,This work,4.3,1715977822.9730277,44555588.55415644,44555588.55415644,0.7662142301131358,0.0216274436874157,1755948081.1574838,809928292.2777184,809928292.2777184,deVaucouleurs1991,9.117278799457504,8.101290694073372,8.101290694073372,1.3098841025348325,0.1307547855070127,0.1307547855070127,-0.7683095111491198,0.0112765130108129,-0.2106670898674938,0.0418597090991086,0.0,9.23451167079551,0.9680598491479275,0.9680598491479275,9.48086898935298
VFID4178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4179,233.63491666666667,15.193777777777775,This work,4.3,2659552242.316914,33835276.42236672,33835276.42236672,1.0518512288856945,0.0150645216091516,1302592357.290682,600094810.1571267,600094810.1571267,deVaucouleurs1991,8.96171144817941,8.267137810197992,8.267137810197992,2.9046718610744096,0.5880073818620335,0.5880073818620335,-0.5131063660600752,0.0055251683385259,-0.2810767357433992,0.0877426351519651,0.0,9.424808525706464,0.9792774570777429,0.9792774570777429,9.553295990896553
VFID4180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4183,192.4123333333333,15.1655,Boselli+2014,,864923535.0,-1.0,-1.0,,,2223195806.7815375,-1.0,-1.0,Boselli+2014,7.758089131788536,6.8338098457266545,6.8338098457266545,15.096927966101696,-1.0,-1.0,0.3230244450086665,-1.0,1.5290714585527638,0.0517017240361014,0.0,8.936977714637722,0.9538778270749277,0.9538778270749277,8.964832132374895
VFID4184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4201,233.42941666666667,15.007277777777778,This work,4.3,348382468.8247445,40756282.410587095,40756282.410587095,0.272459845332183,0.0596560798454227,1101682098.3587964,523457759.3344314,523457759.3344314,Springob2005,9.565288727688737,8.465961484978994,8.465961484978994,0.0947911003790739,0.0134105630120299,0.0134105630120299,0.1752458671690835,0.0508068865047073,0.0203177696598739,0.0345507173392041,0.0,8.542056292477307,0.9348708757510084,0.9348708757510084,9.604619986035912
VFID4202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4203,187.18024999999997,14.9995,Boselli+2014,,596132419.3548386,-1.0,-1.0,,,11894405510.699345,-1.0,-1.0,Boselli+2014,7.9093568071191855,6.678907885740911,6.678907885740911,7.344900781526388,-1.0,-1.0,-0.2929405809786995,-1.0,1.2566997282322552,0.025546734229603,0.0,8.775342740625089,0.9462263630606721,0.9462263630606721,8.830777984528488
VFID4204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4213,184.87741666666665,14.877722222222223,Boselli+2014,,6621607.095099991,-1.0,-1.0,,,617964329.9689937,-1.0,-1.0,Boselli+2014,8.77082595319147,6.78805235516598,6.78805235516598,0.0112237362972286,-1.0,-1.0,2.1069387521056626,-1.0,-0.1992253628501696,0.004518670909976,0.0,6.820963407540723,0.9432804426011125,0.9432804426011125,8.77567320837614
VFID4214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
