VFID,objname,ra,dec,cutout_size,E_B_V_SandF,mean_E_B_V_SandF,stdev_E_B_V_SandF,max_E_B_V_SandF,min_E_B_V_SandF,AV_SandF,E_B_V_SFD,mean_E_B_V_SFD,stdev_E_B_V_SFD,max_E_B_V_SFD,min_E_B_V_SFD,AV_SFD,errmsg,A(FUV)_SandF,A(NUV)_SandF,A(G)_SandF,A(R)_SandF,A(Z)_SandF,A(W1)_SandF,A(W2)_SandF,A(W3)_SandF,A(W4)_SandF,A(FUV)_SFD,A(NUV)_SFD,A(G)_SFD,A(R)_SFD,A(Z)_SFD,A(W1)_SFD,A(W2)_SFD,A(W3)_SFD,A(W4)_SFD,A(FUV)_S16,A(NUV)_S16,A(G)_S16,A(R)_S16,A(Z)_S16,A(W1)_S16,A(W2)_S16,A(W3)_S16,A(W4)_S16
VFID2881,,188.46306,30.27752,2.0,0.0197,0.0179,0.001,0.0197,0.0164,0.0611,0.0229,0.0209,0.0011,0.0229,0.019,0.0711,,0.162328,0.16154,0.0633157999999999,0.0426505,0.0238567,0.0036247999999999,0.0022261,0.0004747699999999,0.00017927,0.188696,0.1877799999999999,0.0736006,0.0495785,0.0277319,0.0042136,0.0025877,0.00055189,0.00020839,0.2,0.2,0.0736006,0.0495785,0.0277319,0.0042136,0.0025877,0.00055189,0.00020839
VFID3019,,156.75475,28.63935,2.0,0.0229,0.0226,0.0004,0.0234,0.0217,0.0711,0.0267,0.0263,0.0005,0.0272,0.0252,0.0827,,0.188696,0.1877799999999999,0.0736006,0.0495785,0.0277319,0.0042136,0.0025877,0.00055189,0.00020839,0.220008,0.21894,0.0858138,0.0578055,0.0323337,0.0049128,0.0030171,0.00064347,0.00024297,0.2,0.2,0.0858138,0.0578055,0.0323337,0.0049128,0.0030171,0.00064347,0.00024297
VFID3026,,162.0507,28.60181,2.0,0.0217,0.0216,0.0006,0.0226,0.0206,0.0672,0.0252,0.0251,0.0007,0.0263,0.0239,0.0781,,0.178808,0.17794,0.0697438,0.0469805,0.0262787,0.0039928,0.0024521,0.00052297,0.00019747,0.207648,0.20664,0.0809928,0.054558,0.0305172,0.0046368,0.0028476,0.00060732,0.00022932,0.2,0.2,0.0809928,0.054558,0.0305172,0.0046368,0.0028476,0.00060732,0.00022932
VFID3084,,166.01227,28.03679,2.0,0.0242,0.0242,0.0004,0.0252,0.0233,0.075,0.0282,0.0281,0.0005,0.0293,0.027,0.0873,,0.199408,0.1984399999999999,0.0777788,0.052393,0.0293062,0.0044528,0.0027346,0.00058322,0.00022022,0.232368,0.2312399999999999,0.0906348,0.061053,0.0341502,0.0051887999999999,0.0031866,0.00067962,0.00025662,0.2,0.2,0.0906348,0.061053,0.0341502,0.0051887999999999,0.0031866,0.00067962,0.00025662
VFID3105,,162.81606,27.84875,2.0,0.0204,0.0195,0.0019,0.0222,0.0161,0.0634,0.0238,0.0226,0.0022,0.0258,0.0187,0.0737,,0.168096,0.1672799999999999,0.0655656,0.044166,0.0247044,0.0037536,0.0023052,0.00049164,0.00018564,0.196112,0.19516,0.0764932,0.051527,0.0288218,0.0043792,0.0026894,0.00057358,0.00021658,0.2,0.2,0.0764932,0.051527,0.0288218,0.0043792,0.0026894,0.00057358,0.00021658
VFID3156,,163.5872,27.2399,2.0,0.0188,0.0186,0.0006,0.0195,0.017,0.0582,0.0218,0.0217,0.0007,0.0226,0.0198,0.0677,,0.154912,0.15416,0.0604232,0.040702,0.0227668,0.0034592,0.0021244,0.00045308,0.00017108,0.179632,0.1787599999999999,0.0700652,0.047197,0.0263998,0.0040111999999999,0.0024634,0.00052538,0.00019838,0.2,0.2,0.0700652,0.047197,0.0263998,0.0040111999999999,0.0024634,0.00052538,0.00019838
VFID3174,,170.13253,26.96335,2.0,0.0158,0.0158,0.0001,0.0161,0.0155,0.0491,0.0184,0.0184,0.0001,0.0187,0.0181,0.0571,,0.130192,0.12956,0.0507812,0.034207,0.0191338,0.0029072,0.0017854,0.00038078,0.00014378,0.151616,0.15088,0.0591376,0.039836,0.0222824,0.0033856,0.0020792,0.0004434399999999,0.00016744,0.2,0.2,0.0591376,0.039836,0.0222824,0.0033856,0.0020792,0.0004434399999999,0.00016744
VFID3221,,158.92522,26.12588,2.0,0.0198,0.0192,0.0007,0.0202,0.0179,0.0614,0.023,0.0223,0.0008,0.0234,0.0208,0.0714,,0.163152,0.16236,0.0636372,0.042867,0.0239778,0.0036432,0.0022374,0.00047718,0.00018018,0.18952,0.1886,0.073922,0.049795,0.027853,0.004232,0.002599,0.0005543,0.0002093,0.2,0.2,0.073922,0.049795,0.027853,0.004232,0.002599,0.0005543,0.0002093
VFID3253,,192.94073,25.7762,2.0,0.009,0.0089,0.0003,0.0096,0.0084,0.0279,0.0104,0.0104,0.0003,0.0112,0.0098,0.0324,,0.0741599999999999,0.0737999999999999,0.0289259999999999,0.019485,0.010899,0.001656,0.001017,0.0002169,8.19e-05,0.085696,0.08528,0.0334256,0.0225159999999999,0.0125944,0.0019136,0.0011752,0.00025064,9.464e-05,0.2,0.2,0.0334256,0.0225159999999999,0.0125944,0.0019136,0.0011752,0.00025064,9.464e-05
VFID3300,,155.23807,25.36492,2.0,0.0198,0.0198,0.0002,0.0204,0.0194,0.0613,0.023,0.023,0.0003,0.0237,0.0225,0.0713,,0.163152,0.16236,0.0636372,0.042867,0.0239778,0.0036432,0.0022374,0.00047718,0.00018018,0.18952,0.1886,0.073922,0.049795,0.027853,0.004232,0.002599,0.0005543,0.0002093,0.2,0.2,0.073922,0.049795,0.027853,0.004232,0.002599,0.0005543,0.0002093
VFID3459,,163.1489,22.93414,2.0,0.016,0.0159,0.0002,0.0163,0.0157,0.0496,0.0186,0.0185,0.0002,0.019,0.0182,0.0577,,0.13184,0.1311999999999999,0.051424,0.03464,0.019376,0.002944,0.001808,0.0003856,0.0001456,0.1532639999999999,0.1525199999999999,0.0597804,0.040269,0.0225246,0.0034223999999999,0.0021018,0.0004482599999999,0.00016926,0.2,0.2,0.0597804,0.040269,0.0225246,0.0034223999999999,0.0021018,0.0004482599999999,0.00016926
VFID3502,,184.39181,22.54026,2.0,0.0251,0.024,0.0013,0.0264,0.0217,0.0778,0.0292,0.0279,0.0015,0.0307,0.0252,0.0904,,0.206824,0.2058199999999999,0.0806714,0.0543415,0.0303961,0.0046184,0.0028363,0.00060491,0.00022841,0.240608,0.23944,0.0938488,0.063218,0.0353612,0.0053728,0.0032996,0.00070372,0.00026572,0.2,0.2,0.0938488,0.063218,0.0353612,0.0053728,0.0032996,0.00070372,0.00026572
VFID3564,,158.69708,21.64827,2.0,0.0198,0.0197,0.0002,0.0201,0.0192,0.0614,0.023,0.0229,0.0002,0.0234,0.0223,0.0713,,0.163152,0.16236,0.0636372,0.042867,0.0239778,0.0036432,0.0022374,0.00047718,0.00018018,0.18952,0.1886,0.073922,0.049795,0.027853,0.004232,0.002599,0.0005543,0.0002093,0.2,0.2,0.073922,0.049795,0.027853,0.004232,0.002599,0.0005543,0.0002093
VFID3654,,172.31372,20.58319,2.0,0.0177,0.0174,0.0012,0.0192,0.0152,0.0549,0.0206,0.0202,0.0014,0.0223,0.0177,0.0638,,0.145848,0.14514,0.0568878,0.0383205,0.0214347,0.0032568,0.0020001,0.00042657,0.00016107,0.169744,0.16892,0.0662084,0.044599,0.0249466,0.0037904,0.0023278,0.00049646,0.00018746,0.2,0.2,0.0662084,0.044599,0.0249466,0.0037904,0.0023278,0.00049646,0.00018746
VFID3757,,189.03392,19.32267,2.0,0.0226,0.0226,0.0002,0.023,0.0221,0.0702,0.0263,0.0262,0.0002,0.0267,0.0257,0.0816,,0.186224,0.1853199999999999,0.0726363999999999,0.048929,0.0273686,0.0041584,0.0025537999999999,0.00054466,0.00020566,0.216712,0.21566,0.0845282,0.0569395,0.0318493,0.0048392,0.0029719,0.00063383,0.00023933,0.2,0.2,0.0845282,0.0569395,0.0318493,0.0048392,0.0029719,0.00063383,0.00023933
VFID3822,,187.11381,18.41508,2.0,0.0278,0.0266,0.0015,0.0291,0.0233,0.0862,0.0323,0.0309,0.0018,0.0339,0.0271,0.1002,,0.229072,0.2279599999999999,0.0893491999999999,0.060187,0.0336658,0.0051151999999999,0.0031414,0.0006699799999999,0.00025298,0.266152,0.26486,0.1038122,0.0699295,0.0391153,0.0059432,0.0036499,0.00077843,0.00029393,0.2,0.2,0.1038122,0.0699295,0.0391153,0.0059432,0.0036499,0.00077843,0.00029393
VFID3884,,236.74535,17.88422,2.0,0.029,0.029,0.0006,0.0301,0.0276,0.0899,0.0337,0.0337,0.0007,0.035,0.0321,0.1045,,0.23896,0.2377999999999999,0.093206,0.062785,0.035119,0.005336,0.003277,0.0006989,0.0002639,0.277688,0.27634,0.1083118,0.0729605,0.0408107,0.0062008,0.0038081,0.00081217,0.00030667,0.2,0.2,0.1083118,0.0729605,0.0408107,0.0062008,0.0038081,0.00081217,0.00030667
VFID3891,,170.93973,17.81866,2.0,0.0166,0.0166,0.0002,0.0169,0.0161,0.0515,0.0193,0.0192,0.0002,0.0197,0.0187,0.0599,,0.136784,0.13612,0.0533524,0.035939,0.0201026,0.0030544,0.0018758,0.00040006,0.00015106,0.159032,0.1582599999999999,0.0620302,0.0417845,0.0233723,0.0035512,0.0021809,0.00046513,0.00017563,0.2,0.2,0.0620302,0.0417845,0.0233723,0.0035512,0.0021809,0.00046513,0.00017563
VFID3958,,161.76683,17.27366,2.0,0.0265,0.0264,0.0004,0.0271,0.0252,0.0821,0.0308,0.0306,0.0005,0.0315,0.0292,0.0955,,0.21836,0.2172999999999999,0.085171,0.0573725,0.0320915,0.004876,0.0029945,0.0006386499999999,0.00024115,0.253792,0.25256,0.0989912,0.066682,0.0372988,0.0056672,0.0034804,0.00074228,0.00028028,0.2,0.2,0.0989912,0.066682,0.0372988,0.0056672,0.0034804,0.00074228,0.00028028
VFID3961,,168.61389,17.26007,2.0,0.013,0.0131,0.0001,0.0134,0.013,0.0404,0.0152,0.0153,0.0001,0.0155,0.0151,0.047,,0.1071199999999999,0.1065999999999999,0.041782,0.028145,0.015743,0.002392,0.001469,0.0003132999999999,0.0001183,0.125248,0.1246399999999999,0.0488528,0.032908,0.0184072,0.0027968,0.0017176,0.00036632,0.00013832,0.2,0.2,0.0488528,0.032908,0.0184072,0.0027968,0.0017176,0.00036632,0.00013832
VFID3966,,171.93314,17.22412,2.0,0.0209,0.0209,0.0004,0.0216,0.0201,0.0648,0.0243,0.0243,0.0004,0.0252,0.0233,0.0753,,0.1722159999999999,0.1713799999999999,0.0671726,0.0452485,0.0253099,0.0038456,0.0023617,0.00050369,0.00019019,0.200232,0.1992599999999999,0.0781002,0.0526095,0.0294273,0.0044712,0.0027459,0.00058563,0.00022113,0.2,0.2,0.0781002,0.0526095,0.0294273,0.0044712,0.0027459,0.00058563,0.00022113
VFID3979,,187.12298,17.0849,2.0,0.024,0.0239,0.0004,0.0247,0.0229,0.0744,0.0279,0.0278,0.0004,0.0287,0.0266,0.0866,,0.19776,0.1967999999999999,0.077136,0.05196,0.029064,0.004416,0.002712,0.0005784,0.0002184,0.229896,0.2287799999999999,0.0896706,0.0604035,0.0337869,0.0051336,0.0031527,0.00067239,0.00025389,0.2,0.2,0.0896706,0.0604035,0.0337869,0.0051336,0.0031527,0.00067239,0.00025389
VFID3980,,171.7966,17.03021,2.0,0.0222,0.0222,0.0003,0.0225,0.0212,0.0689,0.0259,0.0258,0.0003,0.0261,0.0247,0.0801,,0.182928,0.1820399999999999,0.0713508,0.048063,0.0268842,0.0040848,0.0025086,0.00053502,0.00020202,0.213416,0.2123799999999999,0.0832426,0.0560735,0.0313649,0.0047656,0.0029267,0.0006241899999999,0.00023569,0.2,0.2,0.0832426,0.0560735,0.0313649,0.0047656,0.0029267,0.0006241899999999,0.00023569
VFID3985,,172.03921,16.92044,2.0,0.0225,0.0229,0.0011,0.0254,0.0213,0.0697,0.0261,0.0266,0.0012,0.0295,0.0248,0.0811,,0.1854,0.1844999999999999,0.0723149999999999,0.0487125,0.0272475,0.00414,0.0025425,0.00054225,0.00020475,0.215064,0.21402,0.0838854,0.0565065,0.0316071,0.0048024,0.0029493,0.00062901,0.00023751,0.2,0.2,0.0838854,0.0565065,0.0316071,0.0048024,0.0029493,0.00062901,0.00023751
VFID3993,,171.6242,16.86329,2.0,0.0225,0.0226,0.0001,0.0229,0.0225,0.0698,0.0262,0.0263,0.0001,0.0266,0.0261,0.0812,,0.1854,0.1844999999999999,0.0723149999999999,0.0487125,0.0272475,0.00414,0.0025425,0.00054225,0.00020475,0.215888,0.21484,0.0842068,0.056723,0.0317282,0.0048208,0.0029606,0.00063142,0.00023842,0.2,0.2,0.0842068,0.056723,0.0317282,0.0048208,0.0029606,0.00063142,0.00023842
VFID3994,,187.91476,16.85279,2.0,0.0252,0.0251,0.0004,0.0257,0.0239,0.078,0.0293,0.0291,0.0005,0.0299,0.0278,0.0907,,0.207648,0.20664,0.0809928,0.054558,0.0305172,0.0046368,0.0028476,0.00060732,0.00022932,0.241432,0.2402599999999999,0.0941702,0.0634345,0.0354823,0.0053912,0.0033109,0.00070613,0.00026663,0.2,0.2,0.0941702,0.0634345,0.0354823,0.0053912,0.0033109,0.00070613,0.00026663
VFID4016,,188.01363,16.6877,2.0,0.025,0.0245,0.0016,0.0267,0.0215,0.0775,0.0291,0.0285,0.0019,0.0311,0.025,0.0901,,0.206,0.205,0.08035,0.054125,0.030275,0.0046,0.002825,0.0006025,0.0002275,0.239784,0.23862,0.0935274,0.0630015,0.0352401,0.0053544,0.0032883,0.00070131,0.00026481,0.2,0.2,0.0935274,0.0630015,0.0352401,0.0053544,0.0032883,0.00070131,0.00026481
VFID4029,,170.72756,16.5902,2.0,0.0218,0.0218,0.0003,0.0224,0.0212,0.0677,0.0254,0.0254,0.0003,0.0261,0.0246,0.0787,,0.179632,0.1787599999999999,0.0700652,0.047197,0.0263998,0.0040111999999999,0.0024634,0.00052538,0.00019838,0.209296,0.2082799999999999,0.0816356,0.054991,0.0307594,0.0046736,0.0028702,0.00061214,0.00023114,0.2,0.2,0.0816356,0.054991,0.0307594,0.0046736,0.0028702,0.00061214,0.00023114
VFID4046,,186.35619,16.46997,2.0,0.0203,0.0204,0.0003,0.0211,0.02,0.0631,0.0237,0.0237,0.0003,0.0246,0.0233,0.0733,,0.167272,0.1664599999999999,0.0652441999999999,0.0439494999999999,0.0245833,0.0037351999999999,0.0022938999999999,0.00048923,0.00018473,0.195288,0.1943399999999999,0.0761718,0.0513104999999999,0.0287007,0.0043608,0.0026781,0.00057117,0.00021567,0.2,0.2,0.0761718,0.0513104999999999,0.0287007,0.0043608,0.0026781,0.00057117,0.00021567
VFID4051,,186.34006,16.42976,2.0,0.0205,0.0207,0.0004,0.0216,0.0201,0.0635,0.0238,0.0241,0.0005,0.0251,0.0234,0.0739,,0.16892,0.1681,0.065887,0.0443825,0.0248255,0.003772,0.0023165,0.00049405,0.00018655,0.196112,0.19516,0.0764932,0.051527,0.0288218,0.0043792,0.0026894,0.00057358,0.00021658,0.2,0.2,0.0764932,0.051527,0.0288218,0.0043792,0.0026894,0.00057358,0.00021658
VFID4057,,190.92775,16.39351,2.0,0.0231,0.0231,0.0005,0.0246,0.022,0.0716,0.0269,0.0268,0.0006,0.0287,0.0256,0.0833,,0.1903439999999999,0.1894199999999999,0.0742434,0.0500115,0.0279741,0.0042504,0.0026103,0.00055671,0.00021021,0.221656,0.2205799999999999,0.0864566,0.0582385,0.0325759,0.0049496,0.0030397,0.00064829,0.00024479,0.2,0.2,0.0864566,0.0582385,0.0325759,0.0049496,0.0030397,0.00064829,0.00024479
VFID4092,,180.89991,16.0555,2.0,0.0258,0.0256,0.0005,0.0265,0.0246,0.0799,0.03,0.0298,0.0006,0.0308,0.0286,0.0929,,0.212592,0.2115599999999999,0.0829212,0.055857,0.0312438,0.0047472,0.0029154,0.0006217799999999,0.00023478,0.2472,0.2459999999999999,0.0964199999999999,0.06495,0.03633,0.00552,0.00339,0.000723,0.000273,0.2,0.2,0.0964199999999999,0.06495,0.03633,0.00552,0.00339,0.000723,0.000273
VFID4115,,193.18433,15.84777,2.0,0.0224,0.0223,0.0007,0.0238,0.0209,0.0695,0.0261,0.0259,0.0008,0.0277,0.0243,0.0808,,0.184576,0.1836799999999999,0.0719936,0.048496,0.0271264,0.0041216,0.0025312,0.00053984,0.00020384,0.215064,0.21402,0.0838854,0.0565065,0.0316071,0.0048024,0.0029493,0.00062901,0.00023751,0.2,0.2,0.0838854,0.0565065,0.0316071,0.0048024,0.0029493,0.00062901,0.00023751
VFID4119,,185.72867,15.82225,2.0,0.0225,0.0228,0.0003,0.0234,0.0225,0.0698,0.0262,0.0265,0.0003,0.0272,0.0262,0.0811,,0.1854,0.1844999999999999,0.0723149999999999,0.0487125,0.0272475,0.00414,0.0025425,0.00054225,0.00020475,0.215888,0.21484,0.0842068,0.056723,0.0317282,0.0048208,0.0029606,0.00063142,0.00023842,0.2,0.2,0.0842068,0.056723,0.0317282,0.0048208,0.0029606,0.00063142,0.00023842
VFID4135,,186.49624,15.67082,2.0,0.0224,0.0224,0.0002,0.0229,0.0219,0.0695,0.0261,0.026,0.0003,0.0267,0.0254,0.0808,,0.184576,0.1836799999999999,0.0719936,0.048496,0.0271264,0.0041216,0.0025312,0.00053984,0.00020384,0.215064,0.21402,0.0838854,0.0565065,0.0316071,0.0048024,0.0029493,0.00062901,0.00023751,0.2,0.2,0.0838854,0.0565065,0.0316071,0.0048024,0.0029493,0.00062901,0.00023751
VFID4143,,188.71178,15.55133,2.0,0.0297,0.0294,0.0016,0.0322,0.026,0.0921,0.0346,0.0342,0.0018,0.0374,0.0302,0.1071,,0.244728,0.2435399999999999,0.0954558,0.0643005,0.0359667,0.0054648,0.0033561,0.00071577,0.00027027,0.285104,0.2837199999999999,0.1112044,0.074909,0.0419006,0.0063663999999999,0.0039098,0.00083386,0.00031486,0.2,0.2,0.1112044,0.074909,0.0419006,0.0063663999999999,0.0039098,0.00083386,0.00031486
VFID4164,,188.48616,15.35472,2.0,0.0324,0.0313,0.0011,0.0325,0.0286,0.1005,0.0377,0.0364,0.0013,0.0378,0.0333,0.1168,,0.266976,0.2656799999999999,0.1041335999999999,0.070146,0.0392364,0.0059615999999999,0.0036612,0.00078084,0.00029484,0.310648,0.3091399999999999,0.1211677999999999,0.0816205,0.0456547,0.0069367999999999,0.0042601,0.0009085699999999,0.00034307,0.2,0.2,0.1211677999999999,0.0816205,0.0456547,0.0069367999999999,0.0042601,0.0009085699999999,0.00034307
VFID4165,,175.05627,15.34233,2.0,0.0267,0.0267,0.0002,0.0272,0.0264,0.0826,0.031,0.0311,0.0002,0.0316,0.0307,0.0961,,0.220008,0.21894,0.0858138,0.0578055,0.0323337,0.0049128,0.0030171,0.00064347,0.00024297,0.25544,0.2542,0.099634,0.067115,0.037541,0.005704,0.003503,0.0007471,0.0002821,0.2,0.2,0.099634,0.067115,0.037541,0.005704,0.003503,0.0007471,0.0002821
VFID4168,,184.2976,15.3239,2.0,0.0258,0.0257,0.0002,0.0261,0.0252,0.08,0.03,0.0299,0.0003,0.0303,0.0293,0.093,,0.212592,0.2115599999999999,0.0829212,0.055857,0.0312438,0.0047472,0.0029154,0.0006217799999999,0.00023478,0.2472,0.2459999999999999,0.0964199999999999,0.06495,0.03633,0.00552,0.00339,0.000723,0.000273,0.2,0.2,0.0964199999999999,0.06495,0.03633,0.00552,0.00339,0.000723,0.000273
VFID4170,,189.96616,15.29773,2.0,0.0316,0.0314,0.0008,0.0334,0.0297,0.0979,0.0367,0.0365,0.0009,0.0388,0.0345,0.1139,,0.260384,0.25912,0.1015624,0.068414,0.0382676,0.0058144,0.0035708,0.00076156,0.00028756,0.302408,0.30094,0.1179538,0.0794555,0.0444437,0.0067528,0.0041471,0.00088447,0.00033397,0.2,0.2,0.1179538,0.0794555,0.0444437,0.0067528,0.0041471,0.00088447,0.00033397
VFID4177,,233.64638,15.19922,2.0,0.042,0.042,0.0004,0.043,0.0413,0.1303,0.0489,0.0488,0.0005,0.05,0.048,0.1515,,0.34608,0.3444,0.134988,0.09093,0.050862,0.007728,0.004746,0.0010122,0.0003822,0.402936,0.4009799999999999,0.1571646,0.1058685,0.0592179,0.0089976,0.0055257,0.00117849,0.00044499,0.2,0.2,0.1571646,0.1058685,0.0592179,0.0089976,0.0055257,0.00117849,0.00044499
VFID4179,,233.63498,15.19379,2.0,0.0419,0.0418,0.0004,0.0425,0.0413,0.13,0.0488,0.0486,0.0004,0.0494,0.048,0.1511,,0.345256,0.3435799999999999,0.1346666,0.0907135,0.0507409,0.0077096,0.0047347,0.00100979,0.00038129,0.402112,0.40016,0.1568432,0.105652,0.0590968,0.0089792,0.0055144,0.00117608,0.00044408,0.2,0.2,0.1568432,0.105652,0.0590968,0.0089792,0.0055144,0.00117608,0.00044408
VFID4183,,192.41154,15.16497,2.0,0.0253,0.0253,0.0005,0.0268,0.0246,0.0785,0.0294,0.0295,0.0005,0.0311,0.0286,0.0913,,0.208472,0.2074599999999999,0.0813142,0.0547745,0.0306383,0.0046552,0.0028589,0.00060973,0.00023023,0.242256,0.2410799999999999,0.0944916,0.063651,0.0356034,0.0054096,0.0033222,0.00070854,0.00026754,0.2,0.2,0.0944916,0.063651,0.0356034,0.0054096,0.0033222,0.00070854,0.00026754
VFID4188,,187.97824,15.12392,2.0,0.0264,0.0265,0.0004,0.0275,0.0257,0.0819,0.0307,0.0308,0.0004,0.032,0.0299,0.0953,,0.217536,0.2164799999999999,0.0848496,0.057156,0.0319704,0.0048576,0.0029832,0.00063624,0.00024024,0.252968,0.2517399999999999,0.0986698,0.0664655,0.0371777,0.0056488,0.0034691,0.00073987,0.00027937,0.2,0.2,0.0986698,0.0664655,0.0371777,0.0056488,0.0034691,0.00073987,0.00027937
VFID4194,,186.73521,15.04737,2.0,0.0284,0.0284,0.0002,0.0289,0.0277,0.088,0.033,0.033,0.0003,0.0337,0.0322,0.1023,,0.234016,0.23288,0.0912776,0.061486,0.0343924,0.0052256,0.0032092,0.00068444,0.00025844,0.27192,0.2706,0.106062,0.071445,0.039963,0.006072,0.003729,0.0007953,0.0003003,0.2,0.2,0.106062,0.071445,0.039963,0.006072,0.003729,0.0007953,0.0003003
VFID4203,,187.18026,14.99944,2.0,0.0317,0.0318,0.0009,0.0342,0.0307,0.0983,0.0369,0.037,0.0011,0.0398,0.0357,0.1143,,0.261208,0.2599399999999999,0.1018838,0.0686305,0.0383887,0.0058328,0.0035821,0.00076397,0.00028847,0.304056,0.30258,0.1185966,0.0798885,0.0446859,0.0067896,0.0041697,0.00088929,0.00033579,0.2,0.2,0.1185966,0.0798885,0.0446859,0.0067896,0.0041697,0.00088929,0.00033579
VFID4220,,165.00996,14.84153,2.0,0.0182,0.0181,0.0002,0.0184,0.0177,0.0564,0.0212,0.0211,0.0002,0.0214,0.0206,0.0656,,0.149968,0.1492399999999999,0.0584948,0.039403,0.0220402,0.0033488,0.0020566,0.00043862,0.00016562,0.174688,0.17384,0.0681368,0.045898,0.0256732,0.0039008,0.0023956,0.00051092,0.00019292,0.2,0.2,0.0681368,0.045898,0.0256732,0.0039008,0.0023956,0.00051092,0.00019292
VFID4226,,168.77589,14.78706,2.0,0.0233,0.0205,0.0022,0.0253,0.0188,0.0724,0.0272,0.0239,0.0026,0.0294,0.0219,0.0842,,0.191992,0.19106,0.0748862,0.0504445,0.0282163,0.0042872,0.0026329,0.00056153,0.00021203,0.224128,0.2230399999999999,0.0874207999999999,0.0588879999999999,0.0329392,0.0050047999999999,0.0030736,0.0006555199999999,0.00024752,0.2,0.2,0.0874207999999999,0.0588879999999999,0.0329392,0.0050047999999999,0.0030736,0.0006555199999999,0.00024752
VFID4282,,187.99706,14.42004,2.0,0.0327,0.0325,0.0004,0.033,0.0312,0.1013,0.038,0.0378,0.0004,0.0383,0.0362,0.1178,,0.269448,0.26814,0.1050978,0.0707955,0.0395997,0.0060168,0.0036951,0.00078807,0.00029757,0.31312,0.3116,0.1221319999999999,0.08227,0.046018,0.006992,0.004294,0.0009157999999999,0.0003458,0.2,0.2,0.1221319999999999,0.08227,0.046018,0.006992,0.004294,0.0009157999999999,0.0003458
VFID4283,,184.70673,14.41679,2.0,0.0334,0.0334,0.0002,0.0341,0.0329,0.1034,0.0388,0.0389,0.0003,0.0396,0.0382,0.1203,,0.275216,0.2738799999999999,0.1073476,0.072311,0.0404474,0.0061455999999999,0.0037742,0.00080494,0.00030394,0.319712,0.31816,0.1247032,0.084002,0.0469868,0.0071392,0.0043844,0.00093508,0.00035308,0.2,0.2,0.1247032,0.084002,0.0469868,0.0071392,0.0043844,0.00093508,0.00035308
VFID4291,,190.6556,14.35724,2.0,0.0242,0.0244,0.0006,0.026,0.0236,0.0751,0.0282,0.0284,0.0007,0.0303,0.0275,0.0873,,0.199408,0.1984399999999999,0.0777788,0.052393,0.0293062,0.0044528,0.0027346,0.00058322,0.00022022,0.232368,0.2312399999999999,0.0906348,0.061053,0.0341502,0.0051887999999999,0.0031866,0.00067962,0.00025662,0.2,0.2,0.0906348,0.061053,0.0341502,0.0051887999999999,0.0031866,0.00067962,0.00025662
VFID4311,,194.86271,14.17099,2.0,0.0239,0.0236,0.0008,0.0248,0.0217,0.074,0.0278,0.0274,0.001,0.0288,0.0252,0.086,,0.196936,0.19598,0.0768146,0.0517435,0.0289429,0.0043976,0.0027007,0.00057599,0.00021749,0.229072,0.2279599999999999,0.0893491999999999,0.060187,0.0336658,0.0051151999999999,0.0031414,0.0006699799999999,0.00025298,0.2,0.2,0.0893491999999999,0.060187,0.0336658,0.0051151999999999,0.0031414,0.0006699799999999,0.00025298
VFID4321,,180.29363,14.10403,2.0,0.0272,0.0272,0.0007,0.0284,0.0258,0.0845,0.0317,0.0317,0.0008,0.033,0.0299,0.0982,,0.224128,0.2230399999999999,0.0874207999999999,0.0588879999999999,0.0329392,0.0050047999999999,0.0030736,0.0006555199999999,0.00024752,0.261208,0.2599399999999999,0.1018838,0.0686305,0.0383887,0.0058328,0.0035821,0.00076397,0.00028847,0.2,0.2,0.1018838,0.0686305,0.0383887,0.0058328,0.0035821,0.00076397,0.00028847
VFID4334,,183.76862,14.02889,2.0,0.0321,0.0304,0.0012,0.0323,0.0271,0.0995,0.0373,0.0353,0.0014,0.0375,0.0316,0.1157,,0.2645039999999999,0.2632199999999999,0.1031694,0.0694964999999999,0.0388731,0.0059063999999999,0.0036272999999999,0.0007736099999999,0.00029211,0.307352,0.3058599999999999,0.1198822,0.0807545,0.0451703,0.0068632,0.0042149,0.00089893,0.00033943,0.2,0.2,0.1198822,0.0807545,0.0451703,0.0068632,0.0042149,0.00089893,0.00033943
VFID4353,,183.91388,13.90158,2.0,0.0285,0.0284,0.0004,0.029,0.0276,0.0882,0.0331,0.0331,0.0004,0.0338,0.0321,0.1026,,0.23484,0.2337,0.091599,0.0617025,0.0345135,0.005244,0.0032205,0.00068685,0.00025935,0.272744,0.2714199999999999,0.1063833999999999,0.0716614999999999,0.0400841,0.0060903999999999,0.0037403,0.00079771,0.00030121,0.2,0.2,0.1063833999999999,0.0716614999999999,0.0400841,0.0060903999999999,0.0037403,0.00079771,0.00030121
VFID4382,,191.93992,13.76263,2.0,0.0195,0.0197,0.0003,0.0207,0.019,0.0603,0.0226,0.0229,0.0004,0.024,0.0221,0.0702,,0.16068,0.1599,0.0626729999999999,0.0422175,0.0236145,0.003588,0.0022035,0.00046995,0.00017745,0.186224,0.1853199999999999,0.0726363999999999,0.048929,0.0273686,0.0041584,0.0025537999999999,0.00054466,0.00020566,0.2,0.2,0.0726363999999999,0.048929,0.0273686,0.0041584,0.0025537999999999,0.00054466,0.00020566
