VFID,RAdeg,DEdeg,HV,Vcosmic,Vmodel,HyperLeda,NED,PGC,NSAV0,NSAV1,AGC,CO,A100,redshift
4070,236.913852,16.28285,2102,2365,2365,PGC1505120,WISEA J154739.20+161656.1,1505120.0,114332.0,525751.0,257943.0,False,True,0.0079
4071,188.27069,16.26551,955,1184,-30,NGC4515,NGC 4515,41652.0,117864.0,538904.0,,False,False,0.0039
4072,236.290725,16.25042,2831,3066,3066,PGC1504359,WISEA J154509.78+161501.3,1504359.0,114318.0,525718.0,747060.0,False,True,0.0102
4073,173.735453,16.24788,1137,1349,1349,SDSSJ113456.50+161452.5,SDSS J113456.50+161452.5,4548254.0,112711.0,520352.0,,False,False,0.0045
4074,187.192937,16.22387,1979,2313,2313,,VCC 1132,,141463.0,628401.0,,False,False,0.0077
4075,236.361666,16.22167,2849,3084,3084,AGC257937,AGC 257937,5059735.0,,,257937.0,False,True,0.0103
4076,175.759164,16.21667,3021,3211,3211,AGC219536,SDSS J114302.18+161259.5,5807961.0,,,219536.0,False,True,0.0107
4077,176.67625,16.19444,3226,3407,3407,AGC219537,WISEA J114642.28+161140.1,5807963.0,,,219537.0,False,True,0.0114
4078,212.600013,16.18302,2389,2653,2653,PGC050597,CGCG 103-102,50597.0,120526.0,554593.0,241261.0,False,True,0.0088
4079,186.529729,16.18096,1730,1548,2155,NGC4405,NGC 4405,40643.0,161746.0,667744.0,7529.0,False,True,0.0052
4080,157.455323,16.1809,3266,3411,3411,PGC030932,MRK 0631,30932.0,117474.0,536931.0,200434.0,False,True,0.0114
4081,233.568417,16.17817,1772,2054,2054,SDSSJ153416.42+161041.3,WISEA J153416.01+161036.5,6745243.0,,,,False,False,0.0069
4082,156.423833,16.1743,3283,3426,3426,PGC1502532,SDSS J102541.71+161027.3,1502532.0,117459.0,536894.0,205151.0,False,True,0.0114
4083,233.575008,16.17244,1771,2053,2053,SDSSJ153418.00+161020.6,WISEA J153417.98+161020.8,4469023.0,123491.0,567497.0,746826.0,False,True,0.0068
4084,171.370684,16.17202,865,597,597,PGC1502483,SDSS J112528.95+161019.2,1502483.0,112387.0,519009.0,,False,False,0.002
4085,176.127576,16.16333,3298,3475,3475,PGC1502260,2MASX J11443063+1609477,1502260.0,,,,False,False,0.0116
4086,175.228639,16.12815,3297,3472,3472,,SDSS J114054.82+160741.4,,113275.0,522186.0,,False,False,0.0116
4087,212.601987,16.11254,2302,2572,2572,PGC050599,KUG 1408+163,50599.0,164613.0,679944.0,241411.0,False,True,0.0086
4088,176.428724,16.10502,3171,3354,3354,PGC1500815,SDSS J114542.89+160617.9,1500815.0,113246.0,522097.0,,False,False,0.0112
4089,190.751464,16.08715,776,304,304,SDSSJ124300.35+160513.8,VCC 1950,4106306.0,,369254.0,,False,False,0.001
4090,244.18591,16.0858,2250,2502,2502,PGC2801027,PGC1 2801027 NED001,2801027.0,146868.0,633276.0,261941.0,False,True,0.0083
4091,176.010832,16.06278,3130,3314,3314,AGC215196,AGC 215196,5060243.0,,,215196.0,False,True,0.0111
4092,180.899907,16.0555,909,304,304,PGC038113,KUG 1201+163,38113.0,75385.0,367541.0,222046.0,False,True,0.001
4093,178.251099,16.04155,931,436,436,SDSSJ115300.30+160229.4,SDSS J115300.30+160229.4,4100965.0,,,,False,False,0.0015
4094,182.656311,16.03296,2164,2191,2449,NGC4152,NGC 4152,38749.0,117685.0,537961.0,7169.0,True,True,0.0073
4095,188.63404,16.03264,1002,957,957,PGC041831,VCC 1570,41831.0,162042.0,668643.0,,False,False,0.0032
4096,186.820533,16.02457,1704,2144,2144,IC3369,IC 3369,40828.0,75614.0,368681.0,,False,False,0.0072
4097,188.688216,16.0243,885,161,161,PGC041863,VCC 1584,41863.0,,,,False,False,0.0005
4098,165.85975,16.01622,1230,2624,1507,PGC087171,LSBC F640-02,87171.0,159200.0,657256.0,215256.0,False,True,0.0088
4099,175.585659,16.0108,3076,3262,3262,UGC06666,UGC 06666,36342.0,75221.0,366490.0,6666.0,False,True,0.0109
4100,210.810384,16.00547,2486,2742,2742,PGC050061,MCG +03-36-031,50061.0,120453.0,554289.0,240021.0,False,True,0.0091
4101,151.779927,15.98408,845,838,838,UGC05453,UGC 05453,29408.0,157850.0,650498.0,5453.0,False,True,0.0028
4102,175.460887,15.97368,740,1339,413,UGC06655,UGC 06655,36295.0,75219.0,366486.0,6655.0,False,True,0.0045
4103,175.415523,15.96572,3224,4497,3403,UGC06653,UGC 06653,36294.0,160386.0,662737.0,6653.0,False,True,0.015
4104,182.727315,15.94627,2129,2421,2421,PGC038779,VCC 0030,38779.0,75442.0,367946.0,,False,False,0.0081
4105,186.919749,15.94496,868,195,195,PGC040899,VCC 1033,40899.0,141416.0,628362.0,,False,False,0.0007
4106,190.081986,15.93524,1705,1267,2144,PGC042442,VCC 1833,42442.0,75728.0,369185.0,,False,False,0.0042
4107,103.861866,15.93442,2074,2162,2162,UGC03602,UGC 03602,19863.0,,621900.0,,False,False,0.0072
4108,184.844657,15.92414,805,288,288,,WISEA J121922.59+155526.8,,161480.0,667022.0,,False,False,0.001
4109,188.177737,15.90989,1191,957,957,PGC041607,VCC 1451,41607.0,75661.0,368881.0,,False,False,0.0032
4110,185.757182,15.90553,1821,2203,2203,NGC4322,NGC 4322,40171.0,161630.0,667438.0,,False,False,0.0073
4111,153.619032,15.90291,3043,3188,3188,UGC05526,UGC 05526,29866.0,116905.0,534938.0,5526.0,False,True,0.0106
4112,186.797631,15.89709,2358,1358,2620,IC3365,IC 3365,40811.0,169901.0,693105.0,7563.0,False,True,0.0045
4113,183.269339,15.8929,778,1188,318,PGC038970,VCC 0074,38970.0,140936.0,627928.0,,False,False,0.004
4114,153.55443,15.86172,2968,3116,3116,PGC1495046,WISEA J101413.06+155142.2,1495046.0,117024.0,535593.0,734320.0,False,True,0.0104
4115,193.184333,15.84777,1242,1014,2233,NGC4758,NGC 4758,43707.0,142462.0,600623.0,8014.0,False,True,0.0034
4116,186.400002,15.84763,1073,957,957,PGC040547,LSBC F644-04,40547.0,75613.0,368672.0,,False,False,0.0032
4117,208.272606,15.84453,3062,3284,3284,PGC049318,CGCG 102-075,49318.0,120300.0,553338.0,,False,False,0.011
4118,186.401803,15.82994,1073,957,957,IC3313,IC 3313,40551.0,141330.0,628286.0,,False,False,0.0032
4119,185.728667,15.82225,1574,1122,2105,NGC4321,MESSIER 100,40153.0,141252.0,,7450.0,False,True,0.0037
4120,185.833441,15.82042,484,1411,264,NGC4328,NGC 4328,40209.0,,,,False,False,0.0047
4121,214.83121,15.81069,2208,2483,2483,PGC1493835,WISEA J141919.49+154838.1,1493835.0,120582.0,554853.0,,False,False,0.0083
4122,147.312253,15.8075,1449,1650,1650,AGC193921,SDSS J094914.86+154825.0,5060167.0,,,193921.0,False,True,0.0055
4123,137.131356,15.79913,956,1051,1051,SDSSJ090831.52+154756.8,WISEA J090831.51+154756.8,5075111.0,,599363.0,,False,False,0.0035
4124,185.531886,15.79904,1298,624,2365,PGC040045,VCC 0530,40045.0,141228.0,600427.0,220450.0,False,True,0.0021
4125,158.522503,15.78059,1228,1444,1444,AGC205161,WISEA J103405.70+154649.4,5059102.0,117557.0,537415.0,205161.0,False,True,0.0048
4126,150.358014,15.76999,2405,2697,2572,NGC3094,NGC 3094,29009.0,136403.0,623709.0,5390.0,False,True,0.009
4127,150.009813,15.76867,2326,2496,2496,AGC205097,AGC 205097,5059057.0,,,205097.0,False,True,0.0083
4128,162.658948,15.76334,1120,1840,1271,UGC05948,UGC 05948,32496.0,,625391.0,5948.0,False,True,0.0061
4129,150.480064,15.7603,2249,2425,2425,AGC205104,AGC 205104,5059771.0,,,205104.0,False,True,0.0081
4130,185.411566,15.74513,1269,1279,2459,IC0783,IC 0783,39965.0,75580.0,368564.0,,False,False,0.0043
4131,186.894922,15.73953,1368,2227,2227,PGC040881,VCC 1024,40881.0,75651.0,368838.0,,False,False,0.0074
4132,185.581675,15.73362,1202,1693,957,IC0783A,IC 0783A,40068.0,141237.0,628200.0,,False,False,0.0056
4133,187.751092,15.73072,1876,2241,2241,PGC041387,VCC 1334,41387.0,75657.0,368869.0,,False,False,0.0075
4134,186.26775,15.71129,1390,2191,2191,PGC040462,VCC 0769,40462.0,75600.0,368638.0,,False,False,0.0073
4135,186.496237,15.67082,-115,1109,-182,NGC4396,NGC 4396,40622.0,,,,False,False,0.0037
4136,185.473658,15.64596,841,245,245,UGC07425,UGC 07425,40002.0,75593.0,368614.0,,False,False,0.0008
4137,158.070195,15.62165,3189,3336,3336,AGC205158,SDSS J103216.86+153718.2,5059098.0,117436.0,536812.0,205158.0,False,True,0.0111
4138,187.661013,15.60811,826,249,249,PGC041336,VCC 1302,41336.0,,,,False,False,0.0008
4139,186.311393,15.60742,1050,1114,957,NGC4379,NGC 4379,40484.0,141314.0,628270.0,,False,False,0.0037
4140,179.668244,15.59277,565,309,309,PGC1488625,SDSS J115840.37+153533.7,1488625.0,75332.0,367278.0,,False,False,0.001
4141,193.693006,15.59169,2638,2876,2876,PGC3090638,WISEA J125446.32+153530.3,3090638.0,75803.0,369658.0,224902.0,False,True,0.0096
4142,232.912758,15.59161,1767,2048,2048,PGC055308,CGCG 107-001,55308.0,146218.0,632702.0,252085.0,False,True,0.0068
4143,188.711775,15.55133,1285,1073,2450,NGC4540,NGC 4540,41876.0,162057.0,668686.0,7742.0,False,True,0.0036
4144,185.630608,15.53781,150,785,37,NGC4312,NGC 4312,40095.0,,,,False,False,0.0026
4145,168.604869,15.53386,857,641,641,PGC1487160,WISEA J111425.15+153201.9,1487160.0,74906.0,363864.0,215282.0,False,True,0.0021
4146,233.251687,15.51909,2009,2276,2276,SDSSJ153300.41+153108.8,WISEA J153300.35+153108.4,4468120.0,123493.0,567507.0,,False,False,0.0076
4147,236.452362,15.51615,2245,2499,2499,AGC257938,PGC1 5059736 NED001,5059736.0,,,257938.0,False,True,0.0083
4148,273.577041,15.50461,2953,3169,3169,PGC061621,CGCG 113-032,61621.0,,,,False,False,0.0106
4149,121.551906,15.50421,1985,2100,2100,PGC2807125,SDSS J080613.06+153014.1,2807125.0,156470.0,,181474.0,False,True,0.007
4150,169.937916,15.50222,1334,2837,1733,AGC215287,SDSS J111945.26+153008.0,5060003.0,,,215287.0,False,True,0.0095
4151,183.079082,15.4831,1213,2356,2356,PGC038893,VCC 0050,38893.0,75449.0,367972.0,,False,False,0.0079
4152,185.601332,15.47105,921,89,89,PGC040083,VCC 0554,40083.0,141241.0,628204.0,,False,False,0.0003
4153,186.760618,15.46146,1551,1114,2108,NGC4421,NGC 4421,40785.0,75653.0,368849.0,,False,False,0.0037
4154,178.084098,15.46011,787,386,386,SDSSJ115220.20+152736.2,SDSS J115220.20+152736.2,4574337.0,140365.0,627407.0,215213.0,False,True,0.0013
4155,161.290899,15.44991,1223,1451,1451,PGC3090611,WISEA J104509.83+152659.4,3090611.0,110896.0,512178.0,205270.0,False,True,0.0048
4156,187.008432,15.44453,2397,2652,2652,PGC040948,VCC 1061,40948.0,141433.0,628378.0,,False,False,0.0088
4157,188.139215,15.4154,429,1377,233,IC0798,IC 0798,41589.0,,,,False,False,0.0046
4158,168.317917,15.40778,1479,1851,1851,AGC215280,AGC 215280,5059972.0,,,215280.0,False,True,0.0062
4159,175.113978,15.4012,3291,3463,3463,PGC1483652,NGC 3800A,1483652.0,75044.0,364998.0,211697.0,False,True,0.0116
4160,184.8183,15.3962,1986,2313,2313,PGC039648,VCC 0335,39648.0,,,,False,False,0.0077
4161,235.16724,15.38905,2020,2285,2285,PGC1483329,WISEA J154040.11+152319.9,1483329.0,123516.0,567596.0,,False,False,0.0076
4162,234.833485,15.38436,2005,2271,2271,UGC09951,UGC 09951,55710.0,166349.0,685659.0,9951.0,False,True,0.0076
4163,209.421034,15.37317,1257,1637,1637,AGC233571,PGC1 4720565 NED001,4720565.0,144170.0,630899.0,233571.0,False,True,0.0055
4164,188.486163,15.35472,2334,1055,2599,IC0800,IC 0800,41763.0,169920.0,693124.0,7716.0,False,True,0.0035
4165,175.056265,15.34233,3299,2992,3471,NGC3800,NGC 3800,36197.0,,,6634.0,False,True,0.01
4166,159.269998,15.33751,724,590,590,PGC1481912,SDSS J103704.94+152017.0,1481912.0,,,205165.0,False,True,0.002
4167,131.355942,15.32947,1611,1757,1757,SDSSJ084525.40+151946.0,SDSS J084525.40+151946.0,4176159.0,109891.0,507162.0,,False,False,0.0059
4168,184.297597,15.3239,864,1452,230,NGC4237,NGC 4237,39393.0,75463.0,368054.0,7315.0,False,True,0.0048
4169,188.039939,15.30097,1577,2111,2111,PGC041544,IC 3462,41544.0,75664.0,368893.0,,False,False,0.007
4170,189.966162,15.29773,631,1071,317,NGC4595,NGC 4595,42396.0,169934.0,693138.0,7826.0,False,True,0.0036
4171,156.059166,15.28556,3119,3263,3263,AGC205148,AGC 205148,5059088.0,,,205148.0,False,True,0.0109
4172,186.495463,15.27717,943,-13,-13,PGC040617,VCC 0861,40617.0,141343.0,628299.0,,False,False,
4173,171.185394,15.27545,1120,2735,1262,PGC1480186,WISEA J112444.54+151632.1,1480186.0,74962.0,364207.0,215142.0,False,True,0.0091
4174,177.3793,15.26103,860,418,418,SDSSJ114931.03+151539.7,WISEA J114931.02+151540.1,4100636.0,75241.0,366647.0,,False,False,0.0014
4175,188.6905,15.22067,664,1505,319,IC3522,IC 3522,41865.0,169922.0,693126.0,7737.0,False,True,0.005
4176,157.168674,15.22049,3187,3331,3331,SDSSJ102840.48+151313.7,WISEA J102840.52+151314.2,5064970.0,117139.0,536016.0,,False,False,0.0111
4177,233.646378,15.19922,1925,2404,2195,NGC5954,NGC 5954,55482.0,166280.0,685546.0,9904.0,True,True,0.008
4178,186.39515,15.19439,1496,2119,2119,PGC040540,VCC 0812,40540.0,141328.0,628284.0,,False,False,0.0071
4179,233.634975,15.19379,1970,1710,2238,NGC5953,NGC 5953,55480.0,166278.0,685542.0,,True,False,0.0057
4180,188.633745,15.18009,639,316,316,,VCC 1574,,141661.0,,,False,False,0.0011
4181,107.005233,15.17832,2202,2393,2287,UGC03691,UGC 03691,20214.0,,,,False,False,0.008
4182,188.45047,15.16844,259,922,120,NGC4523,NGC 4523,41746.0,,,,False,False,0.0031
4183,192.411541,15.16497,1104,1262,1111,NGC4710,NGC 4710,43375.0,142410.0,629295.0,7980.0,False,True,0.0042
4184,184.904295,15.16217,1194,957,957,PGC039692,VCC 0361,39692.0,75535.0,368362.0,,False,False,0.0032
4185,125.880212,15.15132,2545,2649,2649,AGC188762,AGC 188762,5058994.0,,,188762.0,False,True,0.0088
4186,120.85249,15.14125,1986,2747,2098,PGC166094,SDSS J080324.66+150819.5,166094.0,134816.0,622289.0,181471.0,False,True,0.0092
4187,233.638041,15.13316,1695,1976,1976,UGC09902,UGC 09902,55478.0,123468.0,567401.0,9902.0,False,True,0.0066
4188,187.978236,15.12392,2096,1080,2400,IC0797,IC 0797,41504.0,169914.0,693118.0,7676.0,False,True,0.0036
4189,184.041933,15.12365,614,314,314,PGC1475898,VCCA 011,1475898.0,75464.0,368055.0,,False,False,0.001
4190,182.130518,15.0948,588,310,310,,VCC 0004,,140826.0,627829.0,220133.0,False,True,0.001
4191,215.614161,15.08569,2286,1194,2551,UGC09206,UGC 09206,51351.0,144956.0,631631.0,9206.0,False,True,0.004
4192,164.822156,15.08515,2105,2341,2341,PGC4689199,WISEA J105917.30+150505.5,4689199.0,,,,False,False,0.0078
4193,185.423418,15.07557,1223,957,957,PGC039971,VCC 0494,39971.0,,,,False,False,0.0032
4194,186.735207,15.04737,-228,1135,-284,NGC4419,NGC 4419,40772.0,,,,False,False,0.0038
4195,175.885416,15.0425,2970,3158,3158,AGC215226,AGC 215226,5060240.0,,,215226.0,False,True,0.0105
4196,188.178524,15.03615,1299,2446,2446,PGC169515,VPC 0882,169515.0,75665.0,368895.0,,False,False,0.0082
4197,163.019864,15.03043,828,688,688,SDSSJ105204.79+150149.6,WISEA J105204.83+150150.3,4095241.0,138233.0,625443.0,,False,False,0.0023
4198,187.435773,15.02477,1320,2374,2374,PGC041211,IC 3419,41211.0,75656.0,368864.0,,False,False,0.0079
4199,177.511353,15.02328,752,855,385,PGC036976,MRK 0750,36976.0,170283.0,693490.0,210822.0,False,True,0.0029
4200,185.363316,15.02128,1862,659,2227,PGC039942,VCC 0477,39942.0,170486.0,693696.0,220435.0,False,True,0.0022
4201,233.429436,15.00722,1778,1986,2055,NGC5951,NGC 5951,55435.0,146236.0,632715.0,9895.0,True,True,0.0066
4202,183.917148,15.00566,1084,195,195,UGC07269,UGC 07269,39227.0,75530.0,368338.0,,False,False,0.0007
4203,187.180263,14.99944,1668,956,2131,IC3392,IC 3392,41061.0,169908.0,693112.0,7602.0,False,True,0.0032
4204,175.57817,14.9959,1028,1409,785,UGC06669,UGC 06669,36344.0,75226.0,366510.0,6669.0,False,True,0.0047
4205,150.415416,14.99207,2428,2590,2590,AGC205102,WISEA J100139.74+145931.4,5059062.0,116698.0,534208.0,205102.0,False,True,0.0086
4206,272.963395,14.98156,2286,2654,2513,NGC6574,NGC 6574,61536.0,,,,False,False,0.0089
4207,183.785634,14.97192,1153,2074,2074,PGC039164,VCC 0137,39164.0,75462.0,368044.0,,False,False,0.0069
4208,185.013708,14.96152,1354,2256,2256,IC0781,IC 0781,39754.0,75590.0,368594.0,,False,False,0.0075
4209,186.447993,14.95207,494,1188,266,PGC040588,VCC 0841,40588.0,,,,False,False,0.004
4210,165.345,14.92556,3142,3301,3301,AGC215253,AGC 215253,5060192.0,,,215253.0,False,True,0.011
4211,192.230712,14.90791,1404,2138,2138,IC3806,IC 3806,43303.0,75764.0,369468.0,,False,False,0.0071
4212,183.451428,14.89997,-118,973,-192,NGC4192,MESSIER 098,39028.0,,,,False,False,0.0032
4213,184.877508,14.87756,1367,1531,2231,NGC4262,NGC 4262,39676.0,161490.0,667036.0,7365.0,False,True,0.0051
4214,160.912096,14.87191,1256,1678,1495,NGC3346,NGC 3346,31982.0,158668.0,654902.0,5842.0,False,True,0.0056
4215,189.566242,14.86993,740,309,309,PGC042219,VCC 1753,42219.0,,,220863.0,False,True,0.001
4216,164.08125,14.86639,3139,3296,3296,AGC205216,AGC 205216,5059133.0,,,205216.0,False,True,0.011
4217,187.90756,14.85887,2560,1262,2796,IC3453,IC 3453,41466.0,169912.0,693116.0,7666.0,False,True,0.0042
4218,194.537467,14.85885,853,307,307,UGC08081,UGC 08081,44414.0,75809.0,369683.0,,False,False,0.001
4219,162.035608,14.85459,2841,3008,3008,PGC1468846,WISEA J104808.55+145117.0,1468846.0,74711.0,362901.0,205192.0,False,True,0.01
4220,165.009958,14.84153,1433,1762,1762,NGC3485,NGC 3485,33140.0,138530.0,,6077.0,False,True,0.0059
4221,171.729711,14.83426,913,645,645,AGC215296,WISEA J112655.08+145002.2,5057581.0,,,215296.0,False,True,0.0022
4222,173.458677,14.82463,1119,2027,1244,PGC1468083,2MASX J11335011+1449313,1468083.0,74996.0,364597.0,215306.0,False,True,0.0068
4223,235.065999,14.80836,3064,3286,3286,PGC1467697,WISEA J154015.80+144830.6,1467697.0,123450.0,567322.0,257930.0,False,True,0.011
4224,196.733393,14.80736,971,467,467,PGC045416,CGCG 101-001,45416.0,75868.0,370005.0,230084.0,False,True,0.0016
4225,186.346538,14.80344,1401,2200,2200,PGC040511,VCC 0795,40511.0,141321.0,628277.0,,False,False,0.0073
4226,168.775889,14.78706,1192,1139,1451,NGC3596,NGC 3596,34298.0,159510.0,658667.0,6277.0,False,True,0.0038
4227,269.664424,14.78284,2958,3172,3172,PGC1467048,WISEA J175839.34+144657.9,1467048.0,,,,False,False,0.0106
4228,186.746517,14.78239,1873,2236,2236,PGC040779,VCC 0963,40779.0,170510.0,693720.0,220597.0,False,True,0.0075
4229,215.925196,14.77597,2453,2705,2705,,WISEA J142342.14+144632.9,,120564.0,554742.0,,False,False,0.009
4230,184.085905,14.77399,528,282,282,PGC1466850,VCCA 012,1466850.0,,,,False,False,0.0009
4231,187.732202,14.77393,2537,2775,2775,PGC041370,VCC 1323,41370.0,141546.0,628479.0,,False,False,0.0093
4232,183.359588,14.77204,2074,2437,2375,UGC07223,NGC 4192A,39002.0,169843.0,693048.0,7223.0,False,True,0.0081
4233,141.981541,14.7665,2126,2280,2280,PGC1466669,WISEA J092755.54+144559.8,1466669.0,116244.0,532611.0,,False,False,0.0076
4234,186.301349,14.76222,1359,1262,2273,NGC4377,NGC 4377,40477.0,,,,False,False,0.0042
4235,185.58138,14.76079,977,1149,-150,UGC07436,UGC 07436,40066.0,161601.0,667365.0,,False,False,0.0038
4236,156.167139,14.75666,1386,2139,1625,UGC05633,UGC 05633,30531.0,117145.0,536037.0,5633.0,False,True,0.0071
4237,184.517814,14.75301,1766,2169,2169,SDSSJ121804.26+144510.4,WISEA J121804.26+144511.3,4103810.0,141084.0,628063.0,224316.0,False,True,0.0072
4238,125.966748,14.75222,1958,2079,2079,UGC04385,UGC 04385,23559.0,156653.0,647444.0,4385.0,False,True,0.0069
4239,267.018471,14.74138,1802,1509,2044,UGC10985,UGC 10985,60879.0,,,,False,False,0.005
4240,189.196372,14.73978,546,290,290,PGC042084,VCC 1688,42084.0,,,,False,False,0.001
4241,164.89851,14.73553,3113,3272,3272,SDSSJ105935.63+144407.7,SDSS J105935.63+144407.7,4095871.0,74781.0,363254.0,205223.0,False,True,0.0109
4242,189.769527,14.73086,1160,1058,957,IC3612,IC 3612,42309.0,75703.0,369049.0,,False,False,0.0035
4243,103.37375,14.72894,2398,2473,2473,UGC03586,UGC 03586,19804.0,,,,False,False,0.0082
4244,190.081473,14.71495,2002,2328,2328,IC3637,IC 3637,42443.0,75702.0,369038.0,,False,False,0.0078
4245,168.817389,14.69864,1093,1177,1177,SDSSJ111516.15+144154.9,WISEA J111516.16+144155.5,4097281.0,74911.0,363898.0,,False,False,0.0039
4246,216.061665,14.65361,2459,2710,2710,AGC248933,AGC 248933,5060362.0,,,248933.0,False,True,0.009
4247,158.129122,14.65048,3160,3303,3303,PGC087169,LSBC F638-03,87169.0,117433.0,536781.0,202221.0,False,True,0.011
4248,182.670342,14.64613,2468,2706,2706,PGC038754,VCC 0026,38754.0,140868.0,627865.0,220172.0,False,True,0.009
4249,176.51321,14.64377,3110,3290,3290,PGC1463327,WISEA J114603.24+143837.2,1463327.0,75267.0,,,False,False,0.011
4250,215.956374,14.63875,2313,2574,2574,NGC5600,NGC 5600,51422.0,164921.0,681097.0,9220.0,False,True,0.0086
4251,185.183016,14.63114,595,306,306,PGC039849,VCC 0429,39849.0,75568.0,368499.0,223449.0,False,True,0.001
4252,173.008041,14.61081,1124,2773,1259,PGC035565,KUG 1129+148,35565.0,75020.0,364836.0,215304.0,False,True,0.0092
4253,185.386732,14.60605,1128,1064,1544,NGC4298,NGC 4298,39950.0,75470.0,368079.0,,False,False,0.0035
4254,238.557943,14.60117,1854,1432,2119,NGC6012,NGC 6012,56334.0,114557.0,632932.0,10083.0,True,True,0.0048
4255,185.426474,14.59844,1130,1262,1621,NGC4302,NGC 4302,39974.0,75570.0,368505.0,7418.0,False,True,0.0042
4256,177.733171,14.59488,1009,789,570,PGC037048,CGCG 097-163,37048.0,,693492.0,210835.0,False,True,0.0026
4257,238.68784,14.58397,1974,2234,2234,SDSSJ155445.07+143502.4,WISEA J155445.06+143503.1,4482623.0,114554.0,526568.0,,False,False,0.0075
4258,137.223606,14.58283,335,667,248,PGC2806961,LSBC D634-03,2806961.0,,,,False,False,0.0022
4259,168.884957,14.57736,1133,1292,1292,SDSSJ111532.38+143438.4,WISEA J111532.33+143437.0,4271433.0,,,215284.0,False,True,0.0043
4260,186.19817,14.57636,1201,957,957,PGC040422,VCC 0748,40422.0,,,,False,False,0.0032
4261,188.281402,14.57493,942,-49,-49,NGC4516,NGC 4516,41661.0,161997.0,668486.0,,False,False,
4262,176.664121,14.56038,3163,3340,3340,SDSSJ114639.39+143337.4,WISEA J114639.40+143337.3,4100337.0,75266.0,366815.0,,False,False,0.0111
4263,194.572231,14.55694,2037,2144,2354,UGC08085,UGC 08085,44432.0,169964.0,693168.0,8085.0,False,True,0.0072
4264,150.712548,14.55335,2792,2935,2935,AGC205105,WISEA J100251.00+143310.9,5059691.0,116700.0,534216.0,205105.0,False,True,0.0098
4265,180.960591,14.55027,896,286,286,UGC07038,UGC 07038,38129.0,169826.0,693031.0,7038.0,False,True,0.001
4266,176.692518,14.53306,3154,2298,3331,UGC06753,UGC 06753,36739.0,169810.0,693015.0,6753.0,False,True,0.0077
4267,190.784169,14.51997,1218,957,957,PGC042771,VCC 1957,42771.0,,,,False,False,0.0032
4268,184.218341,14.51476,1264,2508,2508,IC3096,IC 3096,39358.0,170461.0,666648.0,220282.0,False,True,0.0084
4269,188.860364,14.49607,481,1104,259,NGC4548,MESSIER 091,41934.0,,,,False,False,0.0037
4270,181.38625,14.49005,1512,2078,2078,PGC038299,KUG 1202+147,38299.0,140738.0,627749.0,220074.0,False,True,0.0069
4271,182.633508,14.48975,2204,2477,2477,SDSSJ121032.03+142923.1,WISEA J121032.04+142923.8,4102942.0,75430.0,367815.0,,False,False,0.0083
4272,182.3882,14.4823,2441,2682,2682,IC3049,IC 3049,39009.0,,,7227.0,False,True,0.0089
4273,183.392187,14.47846,2443,2684,2684,,IC 3049 NED02,,140942.0,,,False,False,0.009
4274,186.906505,14.45555,1301,2481,2481,PGC040893,VCC 1028,40893.0,75546.0,368422.0,,False,False,0.0083
4275,180.339678,14.44993,1287,2122,2122,UGC07003,UGC 07003,37927.0,169824.0,693029.0,7003.0,False,True,0.0071
4276,235.84976,14.43574,1936,2944,2199,UGC09991,UGC 09991,55867.0,146356.0,594499.0,9991.0,True,True,0.0098
4277,183.984722,14.43293,1399,638,2178,IC3077,IC 3077,39256.0,75411.0,367713.0,7285.0,False,True,0.0021
4278,183.802374,14.43285,996,1211,-81,IC3065,IC 3065,39173.0,75408.0,367709.0,,False,False,0.004
4279,194.776104,14.42972,2680,2910,2910,SDSSJ125906.25+142547.0,WISEA J125906.22+142547.0,4107150.0,75796.0,369611.0,226110.0,False,True,0.0097
4280,130.611909,14.42592,2053,2179,2179,SDSSJ084226.86+142533.3,SDSS J084226.85+142533.2,4547399.0,109888.0,507114.0,,False,False,0.0073
4281,215.910832,14.42472,2284,2547,2547,AGC248932,AGC 248932,5060361.0,,,248932.0,False,True,0.0085
4282,187.997064,14.42004,2282,1279,2550,NGC4501,MESSIER 088,41517.0,141585.0,628515.0,7675.0,False,True,0.0043
4283,184.706731,14.41679,2407,1099,2654,NGC4254,MESSIER 099,39578.0,141115.0,628091.0,7345.0,False,True,0.0037
4284,150.296666,14.41583,2461,2618,2618,AGC205101,AGC 205101,5059060.0,,,205101.0,False,True,0.0087
4285,181.248332,14.40576,1102,873,873,SDSSJ120459.57+142420.4,WISEA J120459.53+142421.6,4102270.0,,,,False,False,0.0029
4286,193.24586,14.40021,1046,247,247,PGC043739,LSBC D646-05,43739.0,170566.0,693776.0,221085.0,False,True,0.0008
4287,259.962564,14.40016,1554,1927,1807,UGC10805,UGC 10805,60084.0,,,,False,False,0.0064
4288,182.507382,14.36663,818,538,300,IC3023,IC 3023,38692.0,169830.0,693035.0,7150.0,False,True,0.0018
4289,156.47116,14.36329,1372,1927,1609,UGC05646,UGC 05646,30630.0,158314.0,652696.0,5646.0,False,True,0.0064
4290,203.904856,14.36101,1033,1086,1086,PGC1456087,WISEA J133537.22+142139.7,1456087.0,76064.0,371006.0,,False,False,0.0036
4291,190.655604,14.35724,296,1482,146,NGC4633,NGC 4633,42699.0,,,,False,False,0.0049
4292,169.802946,14.32776,998,818,880,AGC215286,AGC 215286,5060221.0,,,215286.0,False,True,0.0027
