VFID,RAdeg,DEdeg,HV,Vcosmic,Vmodel,HyperLeda,NED,PGC,NSAV0,NSAV1,AGC,CO,A100,redshift
4293,187.974408,14.30647,457,245,245,PGC041515,VCC 1400,41515.0,,,,False,False,0.0008
4294,262.256876,14.2975,2973,3189,3189,PGC060375,CGCG 082-035,60375.0,,,,False,False,0.0106
4295,104.7684,14.295,2336,2411,2411,UGC03621,UGC 03621,19963.0,,,,False,False,0.008
4296,169.816149,14.29023,790,525,525,SDSSJ111915.87+141724.8,SDSS J111915.87+141724.7,4097623.0,,,,False,False,0.0018
4297,130.635912,14.28817,2096,2220,2220,SDSSJ084232.62+141717.7,WISEA J084232.62+141718.1,4174606.0,,,,False,False,0.0074
4298,130.665883,14.28556,2062,2393,2187,NGC2648,NGC 2648,24464.0,135440.0,622866.0,4541.0,False,True,0.008
4299,215.87079,14.28346,2208,2477,2477,PGC051401,KUG 1421+145,51401.0,164913.0,681077.0,240313.0,False,True,0.0083
4300,182.782297,14.27483,1179,1054,2241,IC3032,IC 3032,38800.0,75425.0,367793.0,,False,False,0.0035
4301,130.700826,14.26525,2112,2235,2235,PGC024469,CGCG 060-036,24469.0,156854.0,647793.0,180447.0,False,True,0.0075
4302,209.680854,14.26137,1287,1668,1668,PGC1453627,SDSS J135843.41+141540.8,1453627.0,171111.0,694342.0,233718.0,False,True,0.0056
4303,235.722419,14.2303,1093,1506,1350,NGC5984,NGC 5984,55853.0,,,9987.0,False,True,0.005
4304,175.7935,14.2236,1016,1309,709,PGC036412,WISEA J114310.51+141327.9,36412.0,140119.0,627210.0,212839.0,False,True,0.0044
4305,162.235051,14.21952,2965,3123,3123,NGC3391,NGC 3391,32347.0,158802.0,655567.0,5920.0,False,True,0.0104
4306,189.234897,14.21735,336,1112,172,NGC4571,NGC 4571,42100.0,,,,False,False,0.0037
4307,221.60125,14.21262,1790,2085,2085,PGC087175,LSBC F651-02,87175.0,145582.0,632195.0,242016.0,False,True,0.007
4308,188.184185,14.19618,1880,2240,2240,IC3478,IC 3478,41614.0,161982.0,668436.0,,False,False,0.0075
4309,186.323116,14.17259,642,314,314,PGC040491,IC 3301,40491.0,161696.0,667644.0,,False,False,0.001
4310,159.160114,14.17124,3018,2612,3167,NGC3300,NGC 3300,31472.0,74567.0,362481.0,,False,False,0.0087
4311,194.862711,14.17099,1985,2144,2312,NGC4866,NGC 4866,44600.0,142722.0,629595.0,8102.0,False,True,0.0072
4312,262.080874,14.16892,2930,3146,3146,UGC10864,UGC 10864,60349.0,,,,False,False,0.0105
4313,172.722546,14.14608,878,596,558,PGC2807141,SDSS J113053.17+140843.0,2807141.0,139589.0,626707.0,212837.0,False,True,0.002
4314,185.561625,14.14219,1222,957,957,PGC040058,VCC 0539,40058.0,141235.0,628198.0,,False,False,0.0032
4315,187.58499,14.14016,697,315,315,PGC041308,VCC 1285,41308.0,,,,False,False,0.0011
4316,164.716994,14.12973,686,826,483,PGC087170,LSBC F640-01,87170.0,138494.0,625695.0,205278.0,False,True,0.0028
4317,272.7426,14.1269,2252,2476,2476,PGC095737,PGC1 0061512 NED002,95737.0,,,,False,False,0.0083
4318,162.223904,14.12451,542,364,364,PGC032348,CGCG 066-026,32348.0,74716.0,362907.0,,False,False,0.0012
4319,187.834136,14.11519,1245,1403,957,IC3442,IC 3442,41435.0,,600519.0,,False,False,0.0047
4320,162.880599,14.11477,832,688,688,SDSSJ105131.34+140653.1,WISEA J105131.42+140653.9,4095197.0,138211.0,625423.0,,False,False,0.0023
4321,180.293633,14.10403,1531,2051,2065,IC0755,NGC 4019,37912.0,140612.0,627636.0,7001.0,False,True,0.0068
4322,163.764943,14.09324,2094,2323,2323,PGC2806989,LSBC D640-16,2806989.0,,,,False,False,0.0077
4323,272.780599,14.09296,2285,1839,2508,NGC6570,NGC 6570,61512.0,,,,False,False,0.0061
4324,139.844316,14.08243,1484,1648,1648,,2MASX J09192266+1404578,,135825.0,,,False,False,0.0055
4325,175.236394,14.07425,903,2471,506,PGC1448560,WISEA J114056.75+140427.4,1448560.0,75005.0,364666.0,215137.0,False,True,0.0082
4326,161.842991,14.06938,573,541,394,NGC3377A,NGC 3377A,32226.0,138049.0,625270.0,5889.0,False,True,0.0018
4327,187.473165,14.0686,1610,1079,2118,NGC4474,NGC 4474,41241.0,141500.0,628434.0,,False,False,0.0036
4328,173.462081,14.0542,937,619,619,SDSSJ113350.91+140315.0,SDSS J113350.91+140315.0,4099053.0,74963.0,364286.0,215248.0,False,True,0.0021
4329,177.183295,14.05291,3198,3372,3372,PGC036884,CGCG 068-074,36884.0,170280.0,693486.0,210807.0,False,True,0.0112
4330,188.174391,14.05052,-171,989,-236,IC3476,IC 3476,41608.0,,,,False,False,0.0033
4331,187.378721,14.04909,889,1042,131,NGC4468,NGC 4468,41171.0,161879.0,668097.0,,False,False,0.0035
4332,147.918874,14.03815,2884,3014,3014,PGC028400,CGCG 063-087,28400.0,116423.0,533254.0,190551.0,False,True,0.0101
4333,180.364629,14.03444,1482,2066,2066,PGC037931,MRK 0756,37931.0,75371.0,693509.0,211006.0,False,True,0.0069
4334,183.768617,14.02889,2317,3036,2573,IC3061,IC 3061,39152.0,169850.0,693055.0,7255.0,False,True,0.0101
4335,183.973937,14.025,684,323,323,PGC039250,VCC 0168,39250.0,170454.0,693664.0,220257.0,False,True,0.0011
4336,162.833043,14.02343,3078,3609,3231,NGC3419A,NGC 3419A,32540.0,74756.0,363119.0,5965.0,False,True,0.012
4337,182.342742,13.99243,1674,1199,2118,IC3019,IC 3019,38624.0,75433.0,367823.0,,False,False,0.004
4338,161.926566,13.98564,682,760,505,NGC3377,NGC 3377,32249.0,138063.0,625284.0,,False,False,0.0025
4339,187.601877,13.98035,1069,957,957,PGC041311,VCC 1287,41311.0,,,,False,False,0.0032
4340,164.408968,13.97902,1242,2018,1496,PGC087257,LSBC F640-V02,87257.0,159035.0,656568.0,202260.0,False,True,0.0067
4341,187.250178,13.97852,1186,1181,957,NGC4459,NGC 4459,41104.0,141473.0,628409.0,,False,False,0.0039
4342,162.944468,13.97658,2970,3128,3128,SDSSJ105146.67+135835.5,WISEA J105146.71+135836.3,4095219.0,74752.0,363099.0,,False,False,0.0104
4343,183.201867,13.97608,-184,1239,-254,IC3044,IC 3044,38945.0,,,,False,False,0.0041
4344,235.014381,13.97607,3283,2815,3497,UGC09962,UGC 09962,55744.0,146331.0,632795.0,9962.0,False,True,0.0094
4345,160.61046,13.95716,1278,1227,1518,SDSSJ104226.51+135725.7,SDSS J104226.50+135725.7,4010732.0,137890.0,625119.0,203082.0,False,True,0.0041
4346,106.228917,13.95042,2368,2442,2442,HIPASSJ0704+13,HIPASS J0704+13,5065597.0,,,,False,False,0.0081
4347,162.823848,13.94599,3071,3258,3223,NGC3419,NGC 3419,32535.0,158874.0,655878.0,5964.0,False,True,0.0109
4348,161.14692,13.93965,649,476,476,SDSSJ104435.27+135622.7,WISEA J104435.27+135622.8,4094467.0,74687.0,362842.0,,False,False,0.0016
4349,159.236688,13.93425,2984,3133,3133,SDSSJ103656.76+135603.1,SDSS J103656.75+135603.1,3999726.0,74580.0,362537.0,202250.0,False,True,0.0105
4350,215.544674,13.91801,2294,2554,2554,NGC5587,NGC 5587,51332.0,164893.0,680987.0,9202.0,False,True,0.0085
4351,159.981523,13.90933,1008,1039,1039,PGC031727,SDSS J103955.87+135435.7,31727.0,137825.0,625058.0,200512.0,False,True,0.0035
4352,258.175338,13.90773,1502,1755,1755,PGC2801034,PGC1 2801034 NED001,2801034.0,,,,False,False,0.0059
4353,183.913876,13.90158,-86,1222,-168,NGC4212,NGC 4208,39224.0,,,,False,False,0.0041
4354,165.077357,13.90123,694,724,488,NGC3489,NGC 3489,33160.0,159100.0,656867.0,6082.0,False,True,0.0024
4355,159.983974,13.90109,1011,1044,1044,,WISEA J103956.15+135403.7,,158604.0,,,False,False,0.0035
4356,161.864464,13.88958,3004,3158,3158,PGC083341,SDSS J104727.43+135323.1,83341.0,,,201959.0,False,True,0.0105
4357,185.167795,13.88925,799,1188,282,PGC039845,VCC 0428,39845.0,161528.0,667160.0,220409.0,False,True,0.004
4358,179.890897,13.88741,1449,792,2061,PGC037779,KUG 1156+141,37779.0,170294.0,693501.0,210968.0,False,True,0.0026
4359,185.969224,13.8825,646,315,315,PGC040279,VCC 0674,40279.0,75551.0,368448.0,,False,False,0.0011
4360,184.809185,13.88233,-250,1225,-311,PGC039641,KUG 1216+141,39641.0,,,,False,False,0.0041
4361,178.007871,13.87876,965,1279,442,PGC037162,CGCG 068-079,37162.0,170287.0,693494.0,210861.0,False,True,0.0043
4362,176.748727,13.87345,3163,3337,3337,PGC036749,CGCG 068-064,36749.0,170276.0,693482.0,210779.0,False,True,0.0111
4363,176.317517,13.87267,2985,3167,3167,SDSSJ114516.17+135221.1,WISEA J114516.21+135221.7,4100196.0,75210.0,366372.0,,False,False,0.0106
4364,133.170535,13.86581,1565,1708,1708,SDSSJ085240.94+135157.0,WISEA J085240.94+135156.8,4180536.0,,,,False,False,0.0057
4365,188.966148,13.85848,756,299,299,PGC041994,VCC 1644,41994.0,170531.0,693741.0,220828.0,False,True,0.001
4366,133.140774,13.84121,1521,2382,1664,SDSSJ085233.75+135028.3,WISEA J085233.68+135028.2,4547721.0,109919.0,507456.0,182462.0,False,True,0.0079
4367,176.483772,13.83923,3262,3431,3431,PGC213879,WISEA J114556.12+135021.2,213879.0,75208.0,366353.0,215149.0,False,True,0.0114
4368,157.920054,13.83493,1284,2404,1506,PGC1441868,2MASXi J1031407+135004,1441868.0,74500.0,362234.0,202244.0,False,True,0.008
4369,162.428175,13.82794,1332,1608,1608,AGC205197,AGC 205197,5058708.0,,,205197.0,False,True,0.0054
4370,176.599993,13.82724,2696,1849,2897,UGC06747,UGC 06747,36713.0,169809.0,693014.0,6747.0,False,True,0.0062
4371,160.42076,13.82493,1271,1506,1506,PGC1441580,WISEA J104140.97+134929.9,1441580.0,74607.0,362606.0,,False,False,0.005
4372,182.974416,13.80838,1992,2308,2308,PGC1441122,VCCA 003,1441122.0,75416.0,367748.0,,False,False,0.0077
4373,199.970667,13.80671,937,594,594,SDSSJ131952.91+134825.5,SDSS J131952.91+134825.5,4365303.0,,,233627.0,False,True,0.002
4374,235.821057,13.80312,1858,2122,2122,,SDSS J154317.91+134750.6,,114234.0,,,False,False,0.0071
4375,187.685978,13.79946,1240,957,957,PGC041345,VCC 1307,41345.0,141531.0,628465.0,,False,False,0.0032
4376,235.824126,13.79706,1857,2121,2121,SDSSJ154317.63+134748.4,PGC1 5064973 GROUP,5064973.0,,525270.0,,False,False,0.0071
4377,273.992918,13.78523,2989,966,3196,PGC061658,CGCG 084-030,61658.0,148368.0,634693.0,,False,False,0.0032
4378,162.507513,13.78477,1317,1339,1589,SDSSJ105001.79+134705.1,WISEA J105001.79+134705.1,4095057.0,74723.0,362944.0,205198.0,False,True,0.0045
4379,189.993745,13.78153,1006,574,957,PGC042406,VCC 1816,42406.0,,,220901.0,False,True,0.0019
4380,217.076702,13.78025,1288,1815,1610,IC1014,IC 1014,51685.0,71294.0,350119.0,9275.0,False,True,0.0061
4381,176.454436,13.76672,3210,3396,3381,NGC3872,NGC 3872,36678.0,140224.0,627293.0,,False,False,0.0113
4382,191.93992,13.76263,1609,1181,2108,NGC4689,NGC 4689,43186.0,169951.0,693155.0,7965.0,False,True,0.0039
4383,158.582439,13.7544,2969,2360,3117,UGC05739,UGC 05739,31275.0,158499.0,624904.0,5739.0,False,True,0.0079
4384,186.856066,13.75085,2422,2668,2668,PGC040848,VCC 1005,40848.0,,,,False,False,0.0089
4385,161.645737,13.7508,3039,3273,3190,NGC3367,NGC 3367,32178.0,74640.0,362708.0,5880.0,False,True,0.0109
4386,189.134868,13.74837,871,173,173,PGC042062,IC 3575,42062.0,75723.0,369108.0,,False,False,0.0006
4387,160.531418,13.74699,1297,1738,1543,NGC3338,NGC 3338,31883.0,158643.0,,5826.0,False,True,0.0058
4388,185.780818,13.7445,1888,2242,2242,PGC040186,VCC 0618,40186.0,141257.0,628216.0,220478.0,False,True,0.0075
4389,160.71843,13.7411,1161,1328,1328,PGC1439163,WISEA J104252.48+134428.5,1439163.0,74657.0,362773.0,,False,False,0.0044
4390,184.360623,13.73707,1389,2211,2211,PGC039415,VCC 0235,39415.0,66581.0,325394.0,,False,False,0.0074
4391,159.469285,13.72104,3028,3175,3175,UGC05781,UGC 05781,31594.0,137774.0,653982.0,5781.0,False,True,0.0106
4392,161.33935,13.71418,3074,3223,3223,PGC083327,SDSS J104521.45+134251.1,83327.0,158708.0,362725.0,201960.0,False,True,0.0108
4393,159.088822,13.71143,3000,3228,3148,UGC05760,UGC 05760,31435.0,137708.0,624950.0,5760.0,False,True,0.0108
4394,161.129145,13.71116,2866,3024,3024,SDSSJ104431.01+134240.3,WISEA J104431.02+134239.9,4094463.0,74653.0,362755.0,,False,False,0.0101
4395,175.942146,13.70757,2934,3118,3118,PGC1438242,WISEA J114346.09+134227.1,1438242.0,75215.0,366419.0,215598.0,False,True,0.0104
4396,131.697046,13.70681,2141,2263,2263,PGC024666,CGCG 061-011,24666.0,156888.0,647883.0,180485.0,False,True,0.0075
4397,176.776411,13.70675,3104,3280,3280,UGC06758,UGC 06758,36759.0,169811.0,693016.0,6758.0,False,True,0.0109
4398,191.335048,13.69274,1820,1151,2201,IC3735,IC 3735,42991.0,142198.0,600586.0,,False,False,0.0038
4399,234.839697,13.69226,3228,3442,3442,PGC1437841,SDSS J153921.54+134131.8,1437841.0,122460.0,562776.0,,False,False,0.0115
4400,182.084468,13.68399,2260,2244,2520,PGC038539,VCC 0001,38539.0,66478.0,324944.0,,False,False,0.0075
4401,195.104332,13.67034,1997,2320,2320,UGC08114,UGC 08114,44753.0,75784.0,369556.0,8114.0,False,True,0.0077
4402,234.89764,13.66658,932,1149,1149,SDSSJ153935.42+133959.6,WISEA J153935.47+133959.3,4472680.0,114250.0,525347.0,,False,False,0.0038
4403,189.127587,13.63832,758,299,299,PGC042059,VCC 1669,42059.0,66842.0,326505.0,,False,False,0.001
4404,187.509169,13.63642,1358,1498,2317,NGC4477,NGC 4477,41260.0,161899.0,668158.0,,False,False,0.005
4405,170.829462,13.62974,842,558,558,IC2787,IC 2787,34969.0,74925.0,364004.0,,False,False,0.0019
4406,177.268477,13.62958,2981,3164,3164,AGC215154,AGC 215154,4720540.0,,,215154.0,False,True,0.0106
4407,151.093452,13.62202,2804,2917,2942,NGC3107,NGC 3107,29209.0,136491.0,534688.0,5425.0,False,True,0.0097
4408,183.898689,13.61971,2187,2462,2462,IC3073,IC 3073,39215.0,,600382.0,,False,False,0.0082
4409,187.020558,13.61199,865,185,185,PGC200170,VCC 1064,200170.0,141436.0,628380.0,,False,False,0.0006
4410,170.254917,13.60814,815,539,539,NGC3628UCD1,WISEA J112101.13+133630.0,5098398.0,,,,False,False,0.0018
4411,189.928333,13.60748,1035,957,957,PGC042381,VCC 1806,42381.0,66852.0,326567.0,,False,False,0.0032
4412,159.190155,13.59593,2939,3088,3088,SDSSJ103645.63+133545.2,WISEA J103645.70+133545.7,3999716.0,74576.0,362527.0,202249.0,False,True,0.0103
4413,185.711868,13.59286,1104,957,957,PGC040141,VCC 0592,40141.0,66661.0,325779.0,,False,False,0.0032
4414,170.070755,13.58963,845,743,577,NGC3628,NGC 3628,34697.0,159638.0,,6350.0,False,True,0.0025
4415,182.79145,13.58758,264,1279,114,IC3033,IC 3033,38803.0,,,,False,False,0.0043
4416,183.289341,13.58447,2092,2385,2385,SDSSJ121309.41+133503.9,WISEA J121309.46+133504.2,4002077.0,66502.0,325088.0,224807.0,False,True,0.008
4417,189.540254,13.58079,690,316,316,PGC042211,VCC 1747,42211.0,141766.0,628683.0,,False,False,0.0011
4418,186.634953,13.57875,1245,957,957,IC3344,IC 3344,40706.0,66724.0,326102.0,,False,False,0.0032
4419,240.417951,13.57774,3160,3375,3375,PGC1434718,WISEA J160140.31+133439.8,1434718.0,114851.0,527506.0,,False,False,0.0113
4420,187.576569,13.5776,848,1262,213,NGC4479,NGC 4479,41302.0,66752.0,326201.0,,False,False,0.0042
4421,182.353939,13.57457,1964,2244,2286,IC3017,IC 3017,38627.0,170430.0,693640.0,220150.0,False,True,0.0075
4422,172.786923,13.57043,1020,910,842,SDSSJ113108.88+133413.4,WISEA J113108.86+133413.6,4098734.0,74969.0,364339.0,215303.0,False,True,0.003
4423,161.761485,13.56707,3204,3347,3347,PGC1434424,WISEA J104702.75+133401.7,1434424.0,74636.0,362700.0,205186.0,False,True,0.0112
4424,188.782377,13.56441,805,265,265,PGC041907,VCC 1603,41907.0,,,,False,False,0.0009
4425,189.7371,13.55183,982,-254,-254,AGC225847,AGC 225847,4720570.0,141786.0,628702.0,225847.0,False,True,
4426,217.045275,13.55159,1295,834,1618,UGC09273,UGC 09273,51664.0,165041.0,681449.0,9273.0,False,True,0.0028
4427,183.560136,13.54291,1306,2367,2367,PGC039080,IC 3054,39080.0,140966.0,627957.0,,False,False,0.0079
4428,189.125447,13.54256,1414,2199,2199,PGC042057,VCC 1668,42057.0,141705.0,628624.0,,False,False,0.0073
4429,183.307023,13.52277,2163,2442,2442,PGC1433167,WISEA J121313.67+133122.1,1433167.0,66510.0,325120.0,,False,False,0.0081
4430,185.127935,13.51921,2099,2393,2393,PGC039825,VCC 0421,39825.0,141183.0,628151.0,223445.0,False,True,0.008
4431,234.653022,13.51756,2404,2644,2644,PGC1433033,PGC1 1433033 NED001,1433033.0,,,257927.0,False,True,0.0088
4432,160.772785,13.51045,1258,1267,1487,PGC031937,CGCG 065-090,31937.0,74656.0,362772.0,200543.0,False,True,0.0042
4433,188.632542,13.50371,805,265,265,IC3520,IC 3520,41830.0,170528.0,693738.0,220799.0,False,True,0.0009
4434,186.371107,13.49836,-204,1188,-269,PGC040521,VCC 0802,40521.0,,,,False,False,0.004
4435,188.784022,13.48534,1773,2176,2176,PGC041906,VCC 1602,41906.0,141677.0,628596.0,,False,False,0.0073
4436,160.70197,13.45986,1224,1303,1433,UGC05832,UGC 05832,31930.0,158652.0,654735.0,5832.0,False,True,0.0043
4437,180.859634,13.45947,1304,2173,2173,AGC225882,AGC 225882,4720564.0,140682.0,627698.0,225882.0,False,True,0.0072
4438,142.585721,13.45827,2404,2539,2539,SDSSJ093020.57+132729.7,WISEA J093020.55+132729.9,5065009.0,,532453.0,,False,False,0.0085
4439,183.582785,13.45179,2442,2679,2679,SDSSJ121419.86+132706.4,WISEA J121419.88+132705.4,4011431.0,66557.0,325316.0,,False,False,0.0089
4440,159.053319,13.44954,2943,3092,3092,UGC05758,UGC 05758,31427.0,158539.0,653777.0,5758.0,False,True,0.0103
4441,161.358039,13.44398,3162,3306,3306,PGC032107,SDSS J104525.95+132638.2,32107.0,137971.0,625196.0,200564.0,False,True,0.011
4442,170.730642,13.44133,853,572,572,IC2782,IC 2782,34934.0,74927.0,364021.0,,False,False,0.0019
4443,131.740368,13.43136,2214,2332,2332,PGC1430862,SDSS J084657.67+132552.7,1430862.0,109879.0,506957.0,182461.0,False,True,0.0078
4444,187.453607,13.42947,2353,1115,2607,NGC4473,NGC 4473,41228.0,141498.0,628432.0,,False,False,0.0037
4445,183.447064,13.42496,2108,2086,2397,NGC4189,NGC 4189,39025.0,169846.0,693051.0,7235.0,False,True,0.007
4446,189.620727,13.42389,974,-205,-205,SDSSJ123828.98+132525.7,SDSS J123828.98+132525.7,4105809.0,,,,False,False,
4447,188.043786,13.41962,572,295,295,NGC4506,NGC 4506,41546.0,66757.0,,,False,False,0.001
4448,131.923645,13.41914,2061,2185,2185,UGC04599,UGC 04599,24699.0,109881.0,506970.0,4599.0,False,True,0.0073
4449,162.722098,13.41216,843,792,702,NGC3412,NGC 3412,32508.0,158863.0,655836.0,,False,False,0.0026
4450,180.348663,13.40102,929,1291,286,NGC4037,NGC 4037,37928.0,66430.0,324614.0,7002.0,False,True,0.0043
4451,194.578362,13.39147,2655,2883,2883,PGC044433,CGCG 071-082,44433.0,70406.0,345630.0,,False,False,0.0096
4452,176.239722,13.38746,3146,3318,3318,SDSSJ114457.53+132314.9,WISEA J114457.53+132315.0,4001330.0,66297.0,323642.0,,False,False,0.0111
4453,189.767199,13.36339,2738,2954,2954,IC3611,IC 3611,42307.0,169932.0,693136.0,7817.0,False,True,0.0099
4454,183.204699,13.34714,2350,2598,2598,PGC038947,VCC 0068,38947.0,66503.0,325091.0,,False,False,0.0087
4455,176.015835,13.34667,3152,3323,3323,AGC215227,AGC 215227,5060242.0,,,215227.0,False,True,0.0111
4456,185.312709,13.3464,1397,2223,2223,PGC039910,VCC 0461,39910.0,141208.0,628173.0,,False,False,0.0074
4457,176.02906,13.34084,3079,3254,3254,SDSSJ114406.98+132027.1,WISEA J114406.98+132026.9,4001305.0,66294.0,323614.0,,False,False,0.0109
4458,162.75626,13.33347,702,516,516,,LSBC D640-11,,74614.0,362625.0,,False,False,0.0017
4459,274.70295,13.3329,3063,3267,3267,PGC095741,CGMW 5-02614,95741.0,,,,False,False,0.0109
4460,191.382897,13.3321,963,1625,-43,IC3742,IC 3742,43001.0,169947.0,693151.0,7932.0,False,True,0.0054
4461,188.465059,13.32249,1615,1130,2119,IC3501,IC 3501,41754.0,66824.0,326448.0,,False,False,0.0038
4462,173.581765,13.3217,1198,778,1531,IC2934,IC 2934,35739.0,66244.0,323138.0,210459.0,False,True,0.0026
4463,194.584014,13.31321,2078,2382,2382,PGC1427916,WISEA J125820.16+131848.5,1427916.0,70408.0,345635.0,,False,False,0.0079
4464,184.094459,13.30728,230,1498,88,NGC4222,NGC 4222,39308.0,,,,False,False,0.005
4465,223.226172,13.30025,1842,2126,2126,PGC1427585,SDSS J145254.27+131800.9,1427585.0,120848.0,556122.0,,False,False,0.0071
4466,182.941408,13.28554,2469,2702,2702,SDSSJ121145.94+131707.9,VCCA 002,3548755.0,66497.0,325058.0,,False,False,0.009
4467,273.498408,13.27585,2311,2529,2529,UGC11168,UGC 11168,61611.0,,,,False,False,0.0084
4468,162.57906,13.27198,925,774,843,UGC05944,UGC 05944,32471.0,74621.0,362639.0,,False,False,0.0026
4469,190.669899,13.26674,1192,957,957,PGC042710,VCC 1931,42710.0,70340.0,345305.0,220941.0,False,True,0.0032
4470,274.639342,13.26496,2684,2894,2894,NGC6615,NGC 6615,61713.0,148382.0,634707.0,,False,False,0.0097
4471,187.991622,13.25948,1261,957,957,[KHL2017]M87UCD-15,WISEA J123157.99+131533.9,6727739.0,,,,False,False,0.0032
4472,189.181863,13.25887,1120,759,957,IC3583,IC 3583,42081.0,,,7784.0,False,True,0.0025
4473,190.718337,13.25724,983,1531,-190,NGC4639,NGC 4639,42741.0,162294.0,669834.0,7884.0,False,True,0.0051
4474,174.286542,13.25122,978,1035,658,SDSSJ113708.79+131504.9,WISEA J113708.74+131505.2,4001104.0,66249.0,323203.0,213155.0,False,True,0.0035
4475,191.018472,13.2508,534,284,284,PGC042870,VCC 1989,42870.0,,,,False,False,0.0009
4476,183.049138,13.24647,1872,2432,2224,NGC4165,NGC 4165,38885.0,169837.0,693042.0,7201.0,False,True,0.0081
4477,186.26455,13.24466,957,-102,-102,PGC040457,VCC 0765,40457.0,66684.0,325849.0,,False,False,
4478,187.239837,13.2419,676,1205,315,NGC4458,NGC 4458,41095.0,141470.0,628406.0,,False,False,0.004
4479,193.684101,13.23719,1119,1302,1302,UGC08032,UGC 08032,43944.0,169958.0,693162.0,8032.0,False,True,0.0043
4480,151.987964,13.22735,2761,3761,2901,PGC029466,CGCG 064-071,29466.0,74198.0,361177.0,200099.0,False,True,0.0125
4481,186.389741,13.22722,-354,1093,-405,PGC040534,MESSIER 087 DW27,40534.0,,,,False,False,0.0036
4482,187.484655,13.22004,786,281,281,PGC041245,VCC 1244,41245.0,,,,False,False,0.0009
4483,233.92395,13.21771,3037,3254,3254,AGC257923,AGC 257923,5059371.0,122409.0,562532.0,257923.0,False,True,0.0109
4484,131.666533,13.21367,1980,2105,2105,UGC04590,UGC 04590,24661.0,109913.0,507331.0,,False,False,0.007
